,Cluster #,100 Clusters: ,200 Clusters: ,300 Clusters: ,400 Clusters: ,500 Clusters: ,600 Clusters: ,700 Clusters: ,800 Clusters: ,900 Clusters: 
443,443,na,na,na,na,['Legal Representation'],"['Urban Development', 'Fair Market Value']",['Public Safety'],['Wetlands'],['No-Fault']
444,444,na,na,na,na,['Deregulation'],['Economic Development'],['Capital Punishment'],['Minors'],['Copyright']
445,445,na,na,na,na,['Environmental Policy'],['Sanctions'],['Economic Development'],"['Federal Trade Commission', 'Medical Records', 'Radio', 'Broadband', 'Oral Argument', 'Legal Aid']",['Bullying']
446,446,na,na,na,na,['Food and Drug'],"['Tortfeasors', 'Product Liability']",['Annuities'],['Paternity'],['New Deal']
447,447,na,na,na,na,['Organizations'],['Procedure'],['Life Insurance'],['Fracking'],['Duty of Care']
448,448,na,na,na,na,['Homelessness'],['Predators'],['Loans'],['Right to Free Speech'],['International Agencies']
449,449,na,na,na,na,"['Unemployment', 'Unemployment Insurance', ""Attorneys' Fees"", 'Residency']",['Consumer Protection'],"['Freedom of Movement', 'Manslaughter', 'Parental Rights Termination', 'Grand Juries']","['Model Penal Code', 'Verdicts', 'Treason', 'Freedom of Movement']",['Tort Claims']
450,450,na,na,na,na,['Marital Status'],"['Fishing', 'Animal Welfare']","['Birth Control', 'Artificial Procreation', 'Fetuses and Embryos', 'Tourism', 'Family and Medical Leave', 'Police Power', 'Abortion']",['Fantasy Sports'],['Nominations']
451,451,na,na,na,na,['Drug Trafficking'],"['Equal Access to Justice', 'Farmworkers', 'Diseases', 'Indemnification', 'Insurance']",['Cruel and Unusual Punishment'],['Nominations'],['Emergency Medical Services']
452,452,na,na,na,na,['European Court of Human Rights'],['Minors'],"['Witnesses', 'Discovery']",['International Court of Justice'],"['Coroners', 'Water']"
453,453,na,na,na,na,['Gift Taxation'],['Housing'],"['Attachment and Garnishment', 'Execution']",['Assisted Suicide'],['Disability Law']
454,454,na,na,na,na,['Fraud'],"['Jury Instructions', 'Remedies']",['Sanctions'],['Drug Testing'],['Natural Law']
455,455,na,na,na,na,['Income Taxation'],['Bioethics'],['Cultural Property'],['English Language'],['European Court of Human Rights']
456,456,na,na,na,na,['Wildlife'],['Wetlands'],['Wetlands'],"['The', 'State']",['Annuities']
457,457,na,na,na,na,['Trespass'],"['Indigents', 'Medical Care', 'Living Wills']","['Military Tribunals', 'Holocaust', 'Executive Powers', 'Accomplices', 'Crimes Against Humanity', 'Military', 'Admiralty Law', 'Government Liability']","['Expungement', ""Workers' Compensation"", 'Disability Insurance', 'Property Insurance', 'Automobile Insurance']",['Software']
458,458,na,na,na,na,['Ninth Amendment'],"['Ombudsmen', 'Juvenile Courts']",['Aircraft'],['Fraud'],['Customary Law']
459,459,na,na,na,na,['Trade Unions'],['Safe Harbor'],"['Foreign Ownership', 'Real Property']","['Criminal Intent', 'Philosophy']","['and Mineral Law', 'Gas']"
460,460,na,na,na,na,"['Cable Television', 'Foreclosure']",['Fracking'],['Foreign Athletes'],['Athletes'],['Child Neglect']
461,461,na,na,na,na,"['Private Schools', 'Sexuality and the Law']",['Renewable Energy'],['Conflict of Interest'],['Oil and Gas'],['Criminals']
462,462,na,na,na,na,['Legislative History'],"['Guardian Ad Litem', 'Debt Collection', 'Supremacy Clause', 'Confessions', 'Administrative Courts']","['Spendthrift Trusts', 'Uniform Probate Code']",['Drug Abuse'],"['Foreign Ownership', 'Real Property']"
463,463,na,na,na,na,['Criminals'],"['Public Contracts', 'Gasoline', 'Investment Advisers', 'Utilities', 'Poultry', 'Environmental Law']",['Close Corporations'],['Diplomacy'],['Penology']
464,464,na,na,na,na,"['Witnesses', 'Discovery', 'Brokers']",['Legislative History'],['European Court of Human Rights'],"['Executive Powers', 'Accomplices', 'Military', 'Government Liability']",['Self-Defense']
465,465,na,na,na,na,"['Informed Consent', 'Consent']","['Blood', 'Immunity', 'Public Finance', 'Plaintiffs', 'Rebates', 'Consumer Protection Law', 'Compensation', 'Legal Profession', 'Judicial Process', 'Torts', 'Forfeiture', 'Jurisdiction', 'Indictments', 'Corporate Officers', 'Privatization', 'Clinical Trials', 'Security Interests', 'Products Liability Law', 'Mass Media', 'Health Maintenance Organizations', 'Risk Management', 'Domicile', 'Third Parties', 'Class Actions', 'Proof', 'Corporations: Foreign', 'Public Policy', 'E-Commerce', 'Interest', 'Vicarious Liability', 'Corporations', 'Evidence', 'Equity', 'Choice of Law', 'Summary Judgment', 'Contracts', 'Immigrants', 'Futures', 'Negligence', 'Divorce', 'Notice', 'Prescription', 'Liability', 'Standard of Care', 'Independent Contractors', 'Compensatory Damages', 'Contractors', 'Documents', 'Agency', 'Hanging', 'Tuition']",['State Action'],['Home Rule'],['Loans']
466,466,na,na,na,na,"['Felony Murder', 'Felons']","['Deceit', 'Administrative Law Judges', 'Takeovers', 'Statistics']",['Conservation'],['Marital Status'],['Athletes']
467,467,na,na,na,na,['Procurement'],"['Adultery', 'Double Jeopardy']",['Predators'],"['Jury Instructions', 'Remedies']",['Law and Economics']
468,468,na,na,na,na,['Fantasy Sports'],['Public Safety'],['Medicaid'],"['Disclaimers', 'Probate', 'Mistake', 'Breach of Contract']","['Cable Television', 'Foreclosure']"
469,469,na,na,na,na,"['Birth Certificates', 'Assisted Suicide']",['Food and Drug'],"['Trade Names', 'Debt']",['Mental Health'],['Drones']
470,470,na,na,na,na,['Prices'],"['Fundraising', 'Right to Vote', 'Defenses']",['Trade Dress'],['Food and Drug'],['Gifts']
471,471,na,na,na,na,"['Uniform Parentage Act', 'Artificial Procreation', 'Fetuses and Embryos', 'Tourism', 'Police Power', 'Abortion', 'Cartels']",['Mail'],['Separation'],['Cruel and Unusual Punishment'],"['Records', 'Murder']"
472,472,na,na,na,na,['Actions and Defenses'],['Commercial Speech'],['Athletes'],"['Passengers', 'Aviation']",['Cruel and Unusual Punishment']
473,473,na,na,na,na,"['Concessions', 'Foreign Investment', 'International Relations', 'Annulment', 'Soft Law', 'Military Occupation', 'Theft', 'Indigenous Peoples', 'Law of the Sea', 'Jr', 'Non-Governmental Organizations (Ngos)', 'Human Rights Law', 'Boundaries', 'Military Law', 'Treaties', 'Constitutions', 'National Security', 'Foreign Affairs', 'Crimes', 'Diplomatic Protection', 'President/Executive Department', 'Legislative Bodies', 'Research and Development', 'Anthropology', 'Veterans', 'Affirmative Action', 'Comparative Law', 'Obligations', 'Biography']",['Oil and Gas'],"['Trade Secrets', 'Uniform Commercial Code']",['Student Athletes'],['Animal Welfare']
474,474,na,na,na,na,"['Burden of Proof', 'Practice and Procedure']",['Procurement'],['Right to Free Speech'],['Procedure'],['Costs']
475,475,na,na,na,na,"['Bankruptcy Law', 'Bankruptcy']","['Duty to Warn', 'Administration Law']",['Administrative Procedure'],"['Planning and Zoning', 'State Legislatures']",['Juvenile Courts']
476,476,na,na,na,na,['Radio and Cable Transmission'],['Constitutional Rights'],['Globalization'],['In Vitro Fertilization'],['Fetal Experimentation']
477,477,na,na,na,na,['Administrative Procedure'],"['Passengers', 'Aviation']","['Jury Instructions', 'Remedies']",['Software'],"['Sexual Harassment', 'Harassment']"
478,478,na,na,na,na,"['Corporations: Liability', 'S Corporations']","['Felony Murder', 'Felons']",['Software'],"['Sexual Harassment', 'Harassment']",['Investment']
479,479,na,na,na,na,['Commercial Code'],['Athletes'],"['Right of Publicity', 'Video Games', 'International Criminal Law', 'Political Speech', 'Trade Regulation', 'Publicity', 'Names']",['Public Safety'],['Strikes']
480,480,na,na,na,na,"['Aiding and Abetting', 'International Organization', 'World Politics']",['Fraud'],"['Annulment', 'Victims', 'Products Liability Law', 'Conflict of Laws', 'Choice of Law', 'Plastic', 'Plain Language', 'Taxation: International', 'Government', 'Segregation']",['Public Records'],"['Elder Law', 'Legal Profession', 'Third Parties', 'Social Media', 'Immigration Law', 'Broadcasting', 'Budgets', 'Legal Services', 'Firearms', 'Professional Ethics', 'Air Law and Aviation', 'Civil Service', 'Extradition', 'Constitutional Law']"
481,481,na,na,na,na,['International Arbitration'],"['Vested Rights', 'Military', 'Comparative and Foreign Law', 'Obligations']","['Emigration and Immigration', 'Right to Counsel', 'Marital Rape', 'False Claims', 'Intercollegiate Athletics', 'Model Penal Code', 'State Agencies', 'Sentencing', 'Constitutional Courts', 'Criminal Act']",['Human Rights'],"['Continuing Legal Education', 'Discrimination in Athletics', 'Legal Education']"
482,482,na,na,na,na,"['Mass Media', 'Civil Service', 'Industrial Design', 'Extradition', 'Science and Technology', 'Collateral Source Rule', 'Right to Trial', 'Trial by Jury', 'Intangible Property', 'States']","['Tax Incentives', 'Taxation-Federal']",['Commerce Clause'],"['Students', 'Transgender', 'Thirteenth Amendment', 'Shelters', 'Medical Jurisprudence', 'Model Rules of Professional Conduct', 'Public Accommodations', 'Domestic Relations', 'Interest Rates', 'Gangs', 'Golf', 'Neutrality', 'Identification', 'Sex Discrimination', 'Civil Rights', 'Gay Men and Lesbians', 'Drugs', 'Religious Discrimination', 'Fourteenth Amendment', 'Self-Determination', 'Sex Offenders', 'Eviction', 'Marriage', 'Homicide', 'Statutory Rape', 'Juveniles', 'Persons', 'Social Security', 'Employment', 'Education', 'Discrimination', 'Clergy', 'Jurisprudence', 'Liberty', 'Social Sciences']",['Constitutional Rights']
483,483,na,na,na,na,['Commercial Speech'],['Clemency'],['Housing'],['Law and Economics'],"['Bonds', 'Community Property', 'Reclamation', 'Sales', 'State Government']"
484,484,na,na,na,na,"['Judicial Discretion', 'Cuba', 'Citizen Suit', 'Bad Faith', 'Pardons', 'Proxies', 'Administrative Agencies', 'Strict Liability', 'Voting', 'Causation', 'Globalization', 'Guardians']",['Accounting'],['Procurement'],['Conflict of Interest'],['Wetlands']
485,485,na,na,na,na,"['Self-Determination', 'Genetic Testing', 'Aids']",['Administrative Procedure'],['International Arbitration'],"['Visitation Rights', 'Parents']",['Commercial Speech']
486,486,na,na,na,na,['Electricity'],['Penology'],['Public Records'],['Economic Development'],['Videotapes']
487,487,na,na,na,na,['Foreign Banks'],"['Commerce Clause', 'Commerce']",['Commercial Speech'],['Tax Policy'],['Life Insurance']
488,488,na,na,na,na,"['Cocaine', 'Sexuality', 'Child Abuse']",['Wind Energy'],['Patents'],"['Airports', 'Takings']",['Clemency']
489,489,na,na,na,na,"['Hospitals', 'Nonprofit Organizations', 'Supreme Court of the United States', 'Due Process']","['Hospitals', 'Nonprofit Organizations', 'Supreme Court of the United States', 'Due Process']",['Testimony'],"['Parental Rights Termination', 'Grand Juries']",['Sound Recordings']
490,490,na,na,na,na,"['Separation of Powers', 'Labor-Management Relations']",['Sodomy'],"['American Indians', 'Attainder', 'Tenth Amendment', 'Successor Liability', 'Generally', 'Privileges and Immunities', 'Martin Luther King']",['Legal History'],['Repossession']
491,491,na,na,na,na,['Medical Marijuana'],['Legal Representation'],['Contraception'],['Ninth Amendment'],['Food and Drug']
492,492,na,na,na,na,['Predatory Lending'],"['Property Law', 'Curriculum', 'Agriculture Law', 'Highways', 'Ownership', 'Land Use']","['Fishing', 'Animal Welfare']",['Administrative Procedure'],"['Estates', 'Charities', 'Wills', 'Law Reform', 'Subcontractors']"
493,493,na,na,na,na,"['Incompetents', 'Rape and Sexual Assault', 'Wages']",['Confidentiality'],['Student Athletes'],"['Public Officials', 'Criminal Procedure']",['In Vitro Fertilization']
494,494,na,na,na,na,"['Telecommunications', 'Motor Vehicles', 'Self-Incrimination', 'Searches and Seizures', 'Exclusionary Rule', 'Law Enforcement and Corrections', 'Traffic Laws', 'Drug Testing']",['South Africa'],['Pensions'],['Videotapes'],['Minimum Wage']
495,495,na,na,na,na,['International Courts and Tribunals'],"['Libel and Slander', 'Life Imprisonment', 'Hate Crimes', 'Self-Defense']","['Cameras in the Courtroom', 'Laboratories']",['Safe Harbor'],['Environmental Justice']
496,496,na,na,na,na,['Franchising'],['Wildlife'],['Trees'],['Conservation'],['Birth Certificates']
497,497,na,na,na,na,"['Exports', 'Employment Discrimination']","['Dogs', 'Lynching']","['Informed Consent', 'Human Experimentation', 'Consent']",['Clemency'],"['Air Pollution', 'Legal Aid']"
498,498,na,na,na,na,['Ombudsmen'],['International Arbitration'],"['Indigents', 'Living Wills']",['Environmental Policy'],['Prisoners']
499,499,na,na,na,na,['Rivers'],"['Uniform Parentage Act', 'Artificial Procreation', 'Fetuses and Embryos', 'Tourism', 'Abortion', 'Cartels']",['Legal Representation'],['Drug Trafficking'],['South Africa']
500,500,na,na,na,na,na,"['Informed Consent', 'Consent']","['Duty to Warn', 'Administration Law']",['European Court of Human Rights'],['Actions and Defenses']
501,501,na,na,na,na,na,"['Adversary System', 'International Commercial Arbitration']","['Civil Procedure', 'Personal Injury']",['Juvenile Courts'],['Disasters']
502,502,na,na,na,na,na,"['Costs', 'Subsidies', 'Transportation Law', 'Administrative Law', 'Regulation', 'Non-Governmental Organizations (Ngos)', 'Petroleum', 'Environment', 'International Labor Law', 'Industry', 'Capacity', 'Revolution', 'Research and Development', 'Industrial Design', 'Taxation: International', 'Developing Countries', 'International Trade']","['Bankruptcy Law', 'Bankruptcy']","['Private Schools', 'Sexuality and the Law']",['Housing']
503,503,na,na,na,na,na,['Student Athletes'],"['Computer Crime', 'Freedom of the Press', 'Whistleblowers', 'Espionage']","['Air Pollution', 'Rules and Regulations']",['Sanctions']
504,504,na,na,na,na,na,['Medicaid'],['Declaratory Judgments'],['International Arbitration'],['Prescription Drugs']
505,505,na,na,na,na,na,"['Pesticides', 'Small Businesses', 'Banking', 'Exterritoriality', 'Court of Justice of the European Union', 'Securities Law', 'Banking and Finance', 'Medicare', 'Dividends', 'Employees', 'Inventions', 'Mandates', 'Personal Property']",['Experts'],['Drones'],['Cultural Property']
506,506,na,na,na,na,na,['Sovereignty'],['Marital Status'],"['Waste Disposal', 'Interstate Compacts']",['Structured Settlements']
507,507,na,na,na,na,na,"['Medical Malpractice', 'Malpractice']",['Videotapes'],"['Coroners', 'Water']","['Burden of Proof', 'Practice and Procedure']"
508,508,na,na,na,na,na,"['Kidnapping', 'Treason']","['Aiding and Abetting', 'International Organization', 'World Politics']",['Liquidation'],['Procedure']
509,509,na,na,na,na,na,['Declaratory Judgments'],"['Elections', 'Blood', 'Public Finance', 'Judicial Process', 'Standing', 'Small Businesses', 'Torts', 'Obscenity', 'Health', 'Privatization', 'Clinical Trials', 'Security Interests', 'Mass Media', 'Domicile', 'Third Parties', 'Libel', 'Proof', 'Public Policy', 'E-Commerce', 'Social Media', 'Evidence', 'Trials', 'Broadcasting', 'Legal Services', 'Baseball', 'Divorce', 'Professional Ethics', 'Notice', 'Standard of Care', 'Research', 'Civil Service', 'Documents', 'Tuition']","['Bonds', 'Community Property', 'Reclamation', 'Sales']",['Commerce Clause']
510,510,na,na,na,na,na,['Legal History'],['Probate Law'],"['Punitive Damages', 'Public Law', 'United Nations', 'Secured Transactions', 'Merit Selection']",['Tax Policy']
511,511,na,na,na,na,na,['New Deal'],['Penology'],['Actions and Defenses'],['State Action']
512,512,na,na,na,na,na,['Animals'],['Mail'],"['Proof', 'Citizenship']",['Vested Rights']
513,513,na,na,na,na,na,['State Action'],"['Private Schools', 'Sexuality and the Law']",['Prescription Drugs'],['Fraud']
514,514,na,na,na,na,na,"['Roman Law', 'Attainder', 'Tenth Amendment', 'Term Limits', 'Successor Liability', 'Graduation', 'Generally', 'Privileges and Immunities', 'Martin Luther King']","['Burden of Proof', 'Practice and Procedure']",['Managed Care'],['Diplomatic Protection']
515,515,na,na,na,na,na,"['Manslaughter', 'Parental Rights Termination', 'Grand Juries']","['Consumer Credit', 'Partnerships', 'Inheritance', 'Fair Housing']","['Email', 'Electronic Surveillance']",['Wildlife']
516,516,na,na,na,na,na,"['Dams', 'Fisheries', 'Water Law', 'Reciprocity', 'Environmental Protection', 'Natural Resources', 'Creditors']",['Nominations'],['Commercial Speech'],['Accounting']
517,517,na,na,na,na,na,"['Appellate Courts', 'Scientific Evidence', 'Price Fixing']",['South Africa'],['Animals'],"['Community Service', 'Privileged Communications', 'News Reporters']"
518,518,na,na,na,na,na,['Disclosure Laws'],['Foreign Banks'],['Deregulation'],['Deregulation']
519,519,na,na,na,na,na,['Franchising'],['Privacy'],['Indigents'],['Procurement']
520,520,na,na,na,na,na,['Eleventh Amendment'],"['Churches', 'Ecology', 'Federalism', 'Damages', 'Municipalities', 'Mortgages', 'Property', 'Commercial Law', 'Permits', 'Athletics', 'History', 'Second Amendment', 'Mixed Legal Systems', 'Incorporation']",['Medicaid'],"['Roman Law', 'Attainder', 'Successor Liability', 'Generally', 'Privileges and Immunities', 'Martin Luther King']"
521,521,na,na,na,na,na,['Trade Unions'],['Oil and Gas'],"['Legal Positivism', 'Railroads', 'Eleventh Amendment']",['Administrative Procedure']
522,522,na,na,na,na,na,['Restitution'],['Sodomy'],['Sports'],"['Criminal Intent', 'Philosophy']"
523,523,na,na,na,na,na,['Medical Marijuana'],['Gift Taxation'],['Money'],"['Interest Arbitration', 'Arbitration']"
524,524,na,na,na,na,na,['Public Land'],['Economic Policy'],"['Judicial Discretion', 'Immunity', 'Forfeiture', 'Libel', 'Class Actions', 'Vicarious Liability', 'Corporations', 'International Labor Law', 'Negligence', 'Notice', 'Hanging', 'Rule of Law']",['Computer Law']
525,525,na,na,na,na,na,['Human Rights'],['Constitutional Rights'],"['Continuing Legal Education', 'Discrimination in Athletics', 'Legal Education']","['Hijacking', 'Counterfeiting']"
526,526,na,na,na,na,na,['Gift Taxation'],"[""Attorneys' Fees""]","['Bankruptcy Law', 'Bankruptcy']",['Drug Trafficking']
527,527,na,na,na,na,na,['Ninth Amendment'],['International Courts and Tribunals'],['Predatory Lending'],"['Private Schools', 'Sexuality and the Law']"
528,528,na,na,na,na,na,"['Electronic Commerce', 'Pledges', 'Right of Publicity', 'Video Games', 'Advertising', 'Intellectual Property Law', 'Food and Drug Law', 'Baseball', 'Political Speech', 'Trade Regulation', 'Publicity', 'Licensing', 'Names']","['Sex Education', 'Ultra Vires']",['Constitutional Rights'],"['Artificial Procreation', 'Fetuses and Embryos', 'Tourism']"
529,529,na,na,na,na,na,"['Collateral Source Rule', 'Right to Trial', 'Trial by Jury', 'Intangible Property', 'States']","['Diplomatic Protection', 'Human Rights']",['European Union'],['Nonprofit Organizations']
530,530,na,na,na,na,na,"['Conscientious Objectors', 'Military Personnel', 'Parents and Children', 'Urban Renewal', 'Cohabitation']",['Eleventh Amendment'],"['High School', 'Subpoenas']",['Genetic Information']
531,531,na,na,na,na,na,['Tax Policy'],"['Freedom of Speech', 'Right of Privacy', 'Theft', 'Felonies', 'Terrorism', 'Racial Profiling', 'First Amendment', 'Human Rights Law', 'Immigration Law', 'Firearms', 'Law Enforcement', 'National Security', 'Crimes', 'Air Law and Aviation', 'Refugees', 'Citizenship', 'Extradition', 'Sentencing and Punishment', 'Social Welfare']",['Rivers'],['Subpoenas']
532,532,na,na,na,na,na,['Sterilization'],['Actions and Defenses'],['Legal Representation'],['Deportation']
533,533,na,na,na,na,na,['Trees'],['Legislative History'],['Confidentiality'],['Accidents']
534,534,na,na,na,na,na,"['Separation of Powers', 'Labor-Management Relations']",['Natural Gas'],['Gaming'],['Ultra Vires']
535,535,na,na,na,na,na,['Prices'],['Animals'],"['Cameras in the Courtroom', 'Laboratories']",['Indigents']
536,536,na,na,na,na,na,['Foreign Banks'],"['Personal Property', 'Franchising']","['Cocaine', 'Child Abuse']",['Trees']
537,537,na,na,na,na,na,['Public Records'],"['Kidnapping', 'Verdicts', 'Treason']",['Sanctions'],['Professional Sports']
538,538,na,na,na,na,na,['Testimony'],['Asbestos'],['Taxation'],['Safe Harbor']
539,539,na,na,na,na,na,"['Corporate Taxation', 'Taxation-Federal Income', 'Taxation', 'Comparative Law']","['Children', 'Model Rules of Professional Conduct', 'Interest Rates', 'Gangs', 'Civil Rights', 'Budgets', 'Ethics', 'Race and Ethnicity', 'Juveniles', 'Social Security', 'Employment', 'Discrimination']",['Legislative History'],['Marital Status']
540,540,na,na,na,na,na,"['Trade Names', 'Debt']","['Life Imprisonment', 'Hate Crimes', 'Self-Defense']",['Treaties'],"['Electronic Commerce', 'Right of Publicity', 'Video Games', 'Court of Justice of the European Union', 'Intellectual Property Law', 'Food and Drug Law', 'Baseball', 'Political Speech', 'Trade Regulation', 'Publicity', 'Names']"
541,541,na,na,na,na,na,['Legal Writing'],"['Cable Television', 'Foreclosure']","['Informed Consent', 'Consent']",['Telecommunications']
542,542,na,na,na,na,na,['Sports'],['Deregulation'],['Structured Settlements'],['Oil and Gas']
543,543,na,na,na,na,na,"['Just Compensation', 'Indian Law', 'Labor Relations', 'Industrial and Intellectual Property', 'Multinational Corporations', 'Antitrust', 'Assignments', 'Medical Devices', 'Intellectual Property', 'Nanotechnology', 'Tobacco', 'Cause of Action']",['Agriculture Law'],"['Electronic Commerce', 'Right of Publicity', 'Video Games', 'Advertising', 'Intellectual Property Law', 'Food and Drug Law', 'Baseball', 'Political Speech', 'Trade Regulation', 'Publicity', 'Names']",['Product Liability']
544,544,na,na,na,na,na,['Pensions'],['Common-Law Marriage'],"['Hospitals', 'Nonprofit Organizations', 'Supreme Court of the United States', 'Due Process']",['Aircraft']
545,545,na,na,na,na,na,['Structured Settlements'],['Tax Returns'],['Wind Energy'],['Renewable Energy']
546,546,na,na,na,na,na,['Liquor'],['Prices'],"['Industrial Design', 'Collateral Source Rule', 'Right to Trial', 'Trial by Jury', 'Intangible Property', 'States']",['Economic Policy']
547,547,na,na,na,na,na,['Insanity'],"['Exports and Imports', 'International Law']","['Annulment', 'Soft Law', 'Indigenous Peoples', 'Law of the Sea', 'Jr', 'Human Rights Law', 'Boundaries', 'Civil War', 'President/Executive Department', 'Legislative Bodies', 'Anthropology', 'Affirmative Action']",['Peacekeeping Forces']
548,548,na,na,na,na,na,['Professions'],"['Gambling', 'New Deal']",['Penology'],['Economic Development']
549,549,na,na,na,na,na,['Telecommunications'],['Tax Policy'],['Foreign Banks'],"['Drunk Driving', 'Dram Shop Laws', 'Social Host Liability']"
550,550,na,na,na,na,na,"['Sex Education', 'Ultra Vires']",['Medical Marijuana'],['Privacy'],['Trade Unions']
551,551,na,na,na,na,na,['Fees'],"['International Loans', 'Bonds', 'Community Property', 'International Finance', 'Reclamation', 'Sales', 'International Banking']","['Infertility', 'Health Services']",['European Union']
552,552,na,na,na,na,na,['Environmental Policy'],['Legal Literature'],['Globalization'],['Gift Taxation']
553,553,na,na,na,na,na,['Statutes'],['Computer Law'],"['Burden of Proof', 'Practice and Procedure']",['Foreign Banks']
554,554,na,na,na,na,na,"['Genetic Testing', 'Aids']","['Vested Rights', 'Comparative and Foreign Law']",['Sodomy'],['Adversary System']
555,555,na,na,na,na,na,"['Computer Crime', 'Freedom of the Press', 'Whistleblowers', 'Espionage']",['Property Tax'],['Royalties'],"['Right to Trial', 'Intangible Property', 'States']"
556,556,na,na,na,na,na,"['Exports and Imports', 'International Law']","['The', 'State']",['Predators'],"['Bankruptcy Law', 'Bankruptcy']"
557,557,na,na,na,na,na,['Money'],['Legal Writing'],"['Records', 'Murder']",['Cameras in the Courtroom']
558,558,na,na,na,na,na,"['Consumer Credit', 'Mistake', 'Inheritance', 'Fair Housing', 'Banking Law']",['Disasters'],['Pornography'],['Prices']
559,559,na,na,na,na,na,['Nominations'],['Wildlife'],['Battered Women'],"['Hermeneutics', 'Gender Identity']"
560,560,na,na,na,na,na,"['Constitutions', 'Attorneys General', 'Attorneys']","['Dams', 'Water Law']",['Fair Market Value'],['Consent']
561,561,na,na,na,na,na,['Land Use Planning'],"['Cuba', 'Citizen Suit', 'Strict Liability', 'Voting', 'Guardians']",['Culture and Law'],"['The', 'State']"
562,562,na,na,na,na,na,"['Bankruptcy Law', 'Bankruptcy']","['Property Law', 'Curriculum', 'Highways', 'Ownership', 'Land Use']",['Legal Writing'],['Student Athletes']
563,563,na,na,na,na,na,"['Freedom of Association', 'Social Networks']","['Adversary System', 'International Commercial Arbitration']",['Trade Unions'],['Good Faith']
564,564,na,na,na,na,na,['Restrictive Covenants'],"['Students', 'Racial Discrimination', 'Sex', 'Elder Law', 'Duty of Care', 'Physicians', 'Thirteenth Amendment', 'Shelters', 'Medical Jurisprudence', 'Defamation', 'Public Accommodations', 'Domestic Relations', 'Health Insurance', 'Health Law', 'Stop and Frisk', 'Violence', 'Golf', 'Neutrality', 'Identification', 'Same-Sex Marriage', 'Sex Discrimination', 'Gay Men and Lesbians', 'Drugs', 'Federal Rules of Evidence', 'Feminism', 'Religious Discrimination', 'Social Justice', 'Fourteenth Amendment', 'Labor', 'Protective Orders', 'Sex Offenders', 'Public Education', 'Eviction', 'Statutory Rape', 'Persons', 'Jurisprudence', 'Liberty']",['Testimony'],['Money']
565,565,na,na,na,na,na,['International Courts and Tribunals'],['Restrictive Covenants'],"['Computer Crime', 'Freedom of the Press', 'Whistleblowers', 'Espionage']",['Legal Writing']
566,566,na,na,na,na,na,"['Business Judgment Rule', 'Deposit Insurance']",['Environmental Policy'],['Telecommunications'],"['Commercial Law', 'Permits']"
567,567,na,na,na,na,na,['Data Mining'],['Money'],['Organizations'],['Sovereignty']
568,568,na,na,na,na,na,"['Bad Faith', 'Administration of Justice', 'Law and Ethics', 'Strict Liability', 'Causation', 'Undocumented Workers']",['Organizations'],"['Rape and Sexual Assault', 'Wages']",['Police']
569,569,na,na,na,na,na,"['Pornography', 'Apologies']",['European Union'],['Attorneys'],['Misconduct']
570,570,na,na,na,na,na,['Federal Rules of Civil Procedure'],['Public Land'],['Insanity'],"['Felony Murder', 'Felons']"
571,571,na,na,na,na,na,['Economics'],['Insurance Companies'],"['Exports', 'Employment Discrimination']",['Legal History']
572,572,na,na,na,na,na,['Privacy'],['Noneconomic Damages'],['Data Mining'],['Sodomy']
573,573,na,na,na,na,na,['Boxing'],['Repossession'],['Asbestos'],"['Students', 'Injunctions', 'Freedom of Speech', 'Shelters', 'Defamation', 'Health Law', 'Judges', 'Violence', 'Golf', 'Libel', 'Trials', 'Appellate Review', 'Civil War', 'Lobbying', 'Revolution', 'Legal Ethics', 'Race and Ethnicity', 'Jurisprudence']"
574,574,na,na,na,na,na,"['Migrant Workers', 'Forum Non Conveniens', 'Interest Arbitration', 'Arbitration']",['Treaties'],['South Africa'],['Marketing']
575,575,na,na,na,na,na,['Limited Liability Companies'],['Cartels'],['Franchising'],"['Jury Instructions', 'Remedies']"
576,576,na,na,na,na,na,"['Cocaine', 'Sexuality', 'Child Abuse']",['Sound Recordings'],['Prices'],['Restrictive Covenants']
577,577,na,na,na,na,na,['Organizations'],['Telecommunications'],['S Corporations'],['Legal Systems']
578,578,na,na,na,na,na,"['Transgender', 'Sex', 'Thirteenth Amendment', 'Voir Dire', 'Domestic Relations', 'Interest Rates', 'Fraudulent Conveyances', 'Gangs', 'Rape', 'Fair Credit', 'Offenses Against the Person', 'Same-Sex Marriage', 'Sex Discrimination', 'Civil Rights', 'Federal Rules of Evidence', 'Feminism', 'Civil War', 'Religious Discrimination', 'Northern Ireland', 'Self-Determination', 'Citizenship', 'Sex Offenders', 'Marriage', 'Homicide', 'Statutory Rape', 'Juveniles', 'War', 'Public Schools', 'Clergy', 'Law Students']","['Attorneys General', 'Attorneys']",['Annuities'],['Contraception']
579,579,na,na,na,na,na,"['Federal Trade Commission', 'Medical Records', 'Radio', 'Carriers', 'Broadband', 'Court Records', 'Oral Argument', 'Repatriation', 'Legal Aid', 'Libraries']",['Arrest'],['Noneconomic Damages'],['Sovereign Immunity']
580,580,na,na,na,na,na,"['Motor Vehicles', 'Managed Care', 'Self-Incrimination', 'Searches and Seizures', 'Exclusionary Rule', 'Traffic Laws']",['Sovereign Immunity'],['Civil Procedure'],['Espionage']
581,581,na,na,na,na,na,"['Child Labor', 'Jewish Law']",['Homelessness'],['Legal Systems'],['Attorneys']
