,Journal,Vol,Issue,Issue Year,First Page,Last Page,Pages
0,Georgia Journal of International and Comparative Law,Vol.  40,2 (2012),2012,307,340,307-340
0,Journal of Legal Studies,Vol.  45,1 (January 2016),2016,105,142,105-142
0,Journal of Empirical Legal Studies,Vol.  6,2 (2009),2009,381,404,381-404
0,University of Chicago Law Review,Vol.  82,1 (Winter 2015),2015,135,158,135-158
0,Journal of Comparative Law,Vol.  4,2 (2009),2009,228,256,228-256
0,Cardozo Journal of International and Comparative Law,Vol.  19,3 (Summer 2011),2011,593,644,593-644
0,Emory International Law Review,Vol.  26,2 (2012),2012,555,598,555-598
0,Supreme Court Economic Review,Vol.  15,,,273,284,273-284
0,American Law and Economics Review ,Vol.  6,2 (Fall 2004),2004,410,433,410-433
0,Review of Law and Economics,Vol.  4,1 (2008),2008,1,24,1-24
0,Journal of Legal Studies,Vol.  39,2 (June 2010),2010,469,496,469-496
0,European Review of Private Law,Vol.  18,4 (2010),2010,773,812,773-812
0,"Journal of Law, Economics, and Organization",Vol.  29,3 (June 2013),2013,513,534,513-534
0,"Journal of Law, Economics, and Organization ",Vol.  24,2 (October 2008),2008,458,475,458-475
0,Asian Journal of Law and Society,Vol.  1,1 (May 2014),2014,125,164,125-164
0,Journal of Law and Society,Vol.  35,3 (September 2008),2008,389,416,389-416
0,Review of Law and Economics,Vol.  5,1 (2009),2009,311,346,311-346
0,Wisconsin International Law Journal,Vol.  29,4 (Winter 2012),2012,671,693,671-693
0,Washington University Global Studies Law Review,Vol.  12,4 (2013),2013,755,782,755-782
0,Cambridge Law Journal,Vol.  70,1 (March 2011),2011,229,260,229-260
0,University of Illinois Law Review,Vol.  2011,5 (2011),2011,1517,1530,1517-1530
0,European Business Law Review,Vol.  27,4 (2016),2016,487,500,487-500
0,Supreme Court Economic Review,Vol.  16,,,117,126,117-126
0,Journal of European Tort Law,Vol.  6,3 (December 2015),2015,241,259,241-259
0,American Law and Economics Review,Vol.  12,1 (Spring 2010),2010,162,180,162-180
0,Review of Law and Economics,Vol.  3,1 (2007),2007,1,10,1-10
0,Review of Law and Economics,Vol.  4,1 (2008),2008,407,418,407-418
0,Review of Law and Economics,Vol.  6,1 (2010),2010,75,96,75-96
0,Review of Law and Economics,Vol.  10,3 (November 2014),2014,241,264,241-264
0,Maastricht Journal of European and Comparative Law,Vol.  15,3 (2008),2008,323,358,323-358
0,Oxford Journal of Legal Studies,Vol.  25,2 (Summer 2005),2005,275,296,275-296
0,Journal of Legal Analysis,Vol.  3,2 (2011),2011,411,448,411-448
0,"International Journal of Law, Policy and the Family ",Vol.  24,1 (April 2010),2010,54,66,54-66
0,Journal of Empirical Legal Studies,Vol.  3,3 (2006),2006,525,542,525-542
0,American Journal of Comparative Law,Vol.  59,2 (Spring 2011),2011,529,562,529-562
0,American Journal of Comparative Law,Vol.  65,1 (Spring 2017),2017,187,216,187-216
0,"Journal of Law, Economics, and Organization ",Vol.  20,1 (April 2004),2004,192,206,192-206
0,European Journal of Legal Studies,Vol.  7,2 (Winter 2014),2014,33,55,33-55
0,Asian Journal of Law and Economics,Vol.  3,1 (2012),2012,[iii],37,[iii]-37
0,Supreme Court Economic Review,Vol.  25,,,111,122,111-122
0,Journal of European Tort Law,Vol.  4,1 (2013),2013,34,62,34-62
0,American Law and Economics Review,Vol.  13,1 (Spring 2011),2011,168,200,168-200
0,American Law and Economics Review,Vol.  14,1 (Spring 2012),2012,165,191,165-191
0,Asia Pacific Law Review,Vol.  24,1 (2016),2016,16,35,16-35
0,Journal of Competition Law and Economics,Vol.  14,1 (March 2018),2018,144,178,144-178
0,European Constitutional Law Review,Vol.  13,2 (June 2017),2017,305,346,305-346
0,Review of Law and Economics,Vol.  4,2 (2008),2008,563,564,563-564
0,Review of Law and Economics,Vol.  10,2 (July 2014),2014,137,168,137-168
0,Review of Law and Economics,Vol.  13,1 (March 2017),2017,1,35,1-35
0,Review of Law and Economics,Vol.  13,3 (November 2017),2017,1,40,1-40
0,National Taiwan University Law Review,Vol.  7,1 (2012),2012,123,166,123-166
0,Health Economics Policy and Law,Vol.  8,4 (October 2013),2013,423,452,423-452
0,Journal of Law and Courts,Vol.  5,2 (Fall 2017),2017,289,312,289-312
0,Journal of Empirical Legal Studies,Vol.  9,4 (December 2012),2012,795,826,795-826
0,"Journal of Law, Economics, and Organization",Vol.  35,1 (March 2019),2019,127,153,127-153
0,Intertax,Vol.  47,8-9 (August-September 2019),2019,760,765,760-765
0,American Journal of Comparative Law,Vol.  57,1 (Winter 2009),2009,103,134,103-134
0,Alabama Law Review,Vol.  59,5 (2008),2008,1555,1634,1555-1634
0,Florida Law Review ,Vol.  62,4 (September 2010),2010,1037,1090,1037-1090
0,Boston University International Law Journal,Vol.  29,2 (Summer 2011),2011,287,336,287-336
0,Journal of Law and Economics,Vol.  48,2 (October 2005),2005,709,728,709-728
0,American Law and Economics Review ,Vol.  4,1 (Spring 2002),2002,116,140,116-140
0,Journal of Legal Studies,Vol.  35,2 (June 2006),2006,339,364,339-364
0,Columbia Journal of Transnational Law,Vol.  47,3 (2009),2009,451,490,451-490
0,Arizona Journal of International and Comparative Law,Vol.  28,3 (Fall 2011),2011,539,568,539-568
0,Berkeley Journal of International Law,Vol.  27,1 (2009),2009,53,83,53-83
0,University of Illinois Law Review,Vol.  2012,5 (2012),2012,1443,1498,1443-1498
0,American Journal of Comparative Law,Vol.  62,1 (Winter 2014),2014,1,34,1-34
0,"Journal of Law, Economics, and Organization ",Vol.  25,1 (May 2009),2009,235,261,235-261
0,American Law and Economics Review ,Vol.  6,1 (Spring 2004),2004,185,207,185-207
0,Pacific Rim Law & Policy Journal,Vol.  20,1 (January 2011),2011,1,40,1-40
0,Georgia Journal of International and Comparative Law,Vol.  40,2 (2012),2012,307,340,307-340
0,Journal of Legal Studies,Vol.  45,1 (January 2016),2016,105,142,105-142
0,Journal of Empirical Legal Studies,Vol.  6,2 (2009),2009,381,404,381-404
0,University of Chicago Law Review,Vol.  82,1 (Winter 2015),2015,135,158,135-158
0,Journal of Comparative Law,Vol.  4,2 (2009),2009,228,256,228-256
0,Cardozo Journal of International and Comparative Law,Vol.  19,3 (Summer 2011),2011,593,644,593-644
0,Emory International Law Review,Vol.  26,2 (2012),2012,555,598,555-598
0,Supreme Court Economic Review,Vol.  15,,,273,284,273-284
0,American Law and Economics Review ,Vol.  6,2 (Fall 2004),2004,410,433,410-433
0,Review of Law and Economics,Vol.  4,1 (2008),2008,1,24,1-24
0,Journal of Legal Studies,Vol.  39,2 (June 2010),2010,469,496,469-496
0,European Review of Private Law,Vol.  18,4 (2010),2010,773,812,773-812
0,"Journal of Law, Economics, and Organization",Vol.  29,3 (June 2013),2013,513,534,513-534
0,"Journal of Law, Economics, and Organization ",Vol.  24,2 (October 2008),2008,458,475,458-475
0,Asian Journal of Law and Society,Vol.  1,1 (May 2014),2014,125,164,125-164
0,Journal of Law and Society,Vol.  35,3 (September 2008),2008,389,416,389-416
0,Review of Law and Economics,Vol.  5,1 (2009),2009,311,346,311-346
0,Wisconsin International Law Journal,Vol.  29,4 (Winter 2012),2012,671,693,671-693
0,Washington University Global Studies Law Review,Vol.  12,4 (2013),2013,755,782,755-782
0,Cambridge Law Journal,Vol.  70,1 (March 2011),2011,229,260,229-260
0,University of Illinois Law Review,Vol.  2011,5 (2011),2011,1517,1530,1517-1530
0,European Business Law Review,Vol.  27,4 (2016),2016,487,500,487-500
0,Supreme Court Economic Review,Vol.  16,,,117,126,117-126
0,Journal of European Tort Law,Vol.  6,3 (December 2015),2015,241,259,241-259
0,American Law and Economics Review,Vol.  12,1 (Spring 2010),2010,162,180,162-180
0,Review of Law and Economics,Vol.  3,1 (2007),2007,1,10,1-10
0,Review of Law and Economics,Vol.  4,1 (2008),2008,407,418,407-418
0,Review of Law and Economics,Vol.  6,1 (2010),2010,75,96,75-96
0,Review of Law and Economics,Vol.  10,3 (November 2014),2014,241,264,241-264
0,Maastricht Journal of European and Comparative Law,Vol.  15,3 (2008),2008,323,358,323-358
0,Oxford Journal of Legal Studies,Vol.  25,2 (Summer 2005),2005,275,296,275-296
0,Journal of Legal Analysis,Vol.  3,2 (2011),2011,411,448,411-448
0,"International Journal of Law, Policy and the Family ",Vol.  24,1 (April 2010),2010,54,66,54-66
0,Journal of Empirical Legal Studies,Vol.  3,3 (2006),2006,525,542,525-542
0,American Journal of Comparative Law,Vol.  59,2 (Spring 2011),2011,529,562,529-562
0,American Journal of Comparative Law,Vol.  65,1 (Spring 2017),2017,187,216,187-216
0,"Journal of Law, Economics, and Organization ",Vol.  20,1 (April 2004),2004,192,206,192-206
0,European Journal of Legal Studies,Vol.  7,2 (Winter 2014),2014,33,55,33-55
0,Asian Journal of Law and Economics,Vol.  3,1 (2012),2012,[iii],37,[iii]-37
0,Supreme Court Economic Review,Vol.  25,,,111,122,111-122
0,Journal of European Tort Law,Vol.  4,1 (2013),2013,34,62,34-62
0,American Law and Economics Review,Vol.  13,1 (Spring 2011),2011,168,200,168-200
0,American Law and Economics Review,Vol.  14,1 (Spring 2012),2012,165,191,165-191
0,Asia Pacific Law Review,Vol.  24,1 (2016),2016,16,35,16-35
0,Journal of Competition Law and Economics,Vol.  14,1 (March 2018),2018,144,178,144-178
0,European Constitutional Law Review,Vol.  13,2 (June 2017),2017,305,346,305-346
0,Review of Law and Economics,Vol.  4,2 (2008),2008,563,564,563-564
0,Review of Law and Economics,Vol.  10,2 (July 2014),2014,137,168,137-168
0,Review of Law and Economics,Vol.  13,1 (March 2017),2017,1,35,1-35
0,Review of Law and Economics,Vol.  13,3 (November 2017),2017,1,40,1-40
0,National Taiwan University Law Review,Vol.  7,1 (2012),2012,123,166,123-166
0,Health Economics Policy and Law,Vol.  8,4 (October 2013),2013,423,452,423-452
0,Journal of Law and Courts,Vol.  5,2 (Fall 2017),2017,289,312,289-312
0,Journal of Empirical Legal Studies,Vol.  9,4 (December 2012),2012,795,826,795-826
0,"Journal of Law, Economics, and Organization",Vol.  35,1 (March 2019),2019,127,153,127-153
0,Intertax,Vol.  47,8-9 (August-September 2019),2019,760,765,760-765
0,North Carolina Law Review,Vol.  84,2 (January 2006),2006,547,645,547-645
0,U.C. Davis Law Review,Vol.  41,2 (December 2007),2007,477,558,477-558
0,Lewis & Clark Law Review,Vol.  10,4 (Winter 2006),2006,797,840,797-840
0,Rutgers Law Journal,Vol.  37,2 (Winter 2006),2006,277,354,277-354
0,Marquette Intellectual Property Law Review,Vol.  10,2 (2006),2006,155,180,155-180
0,Indiana Law Journal,Vol.  89,3 (Summer 2014),2014,941,1068,941-1068
0,Northwestern University Law Review,Vol.  104,2 (2010),2010,431,476,431-476
0,Northwestern Journal of Technology and Intellectual Property,Vol.  5,2 (Spring 2007),2007,332,350,332-350
0,Cardozo Arts & Entertainment Law Journal,Vol.  27,3 (2010),2010,573,620,573-620
0,Buffalo Law Review,Vol.  54,1 (May 2006),2006,1,102,1-102
0,Notre Dame Law Review,Vol.  86,5 (September 2011),2011,1829,1846,1829-1846
0,University of Toledo Law Review,Vol.  37,2 (Winter 2006),2006,331,364,331-364
0,Houston Law Review,Vol.  52,2 (2014),2014,467,536,467-536
0,University of Cincinnati Law Review,Vol.  78,2 (Winter 2009),2009,613,628,613-628
0,Cornell International Law Journal,Vol.  49,1 (Winter 2016),2016,101,140,101-140
0,Northwestern Journal of International Law and Business,Vol.  29,3 (Summer 2009),2009,643,674,643-674
0,Harvard Human Rights Journal,Vol.  5,,,183,192,183-192
0,St. John's Law Review,Vol.  90,3 (Fall 2016),2016,565,578,565-578
0,Entrepreneurial Business Law Journal,Vol.  4,2 (2010),2010,305,322,305-322
0,Northwestern University Law Review Colloquy,Vol.  104,,,441,452,441-452
0,Case Western Reserve Law Review,Vol.  55,3 (Spring 2005),2005,545,550,545-550
0,Boston University Law Review,Vol.  99,3 (May 2019),2019,1023,1056,1023-1056
0,Northwestern University Law Review Colloquy,Vol.  104,,,398,418,398-418
0,Northwestern University Law Review Colloquy,Vol.  104,,,421,440,421-440
0,SMU Law Review,Vol.  62,1 (Winter 2009),2009,299,366,299-366
0,University of Richmond Law Review,Vol.  42,5 (May 2008),2008,1129,1194,1129-1194
0,Seton Hall Law Review,Vol.  41,1 (2011),2011,77,152,77-152
0,Connecticut Law Review,Vol.  42,1 (November 2009),2009,185,234,185-234
0,University of Illinois Law Review,Vol.  2013,3 (2013),2013,1131,1170,1131-1170
0,Notre Dame Law Review,Vol.  87,1 (November 2011),2011,205,252,205-252
0,Wake Forest Law Review,Vol.  48,2 (2013),2013,333,360,333-360
0,Journal of Corporation Law,Vol.  41,1 (Fall 2015),2015,217,264,217-264
0,Journal of Business & Technology Law,Vol.  5,1 (2010),2010,113,124,113-124
0,Transactions: The Tennessee Journal of Business Law,Vol.  11,1 (Fall 2009),2009,145,150,145-150
0,Arizona State Law Journal,Vol.  46,1,,231,298,231-298
0,Jotwell: The Journal of Things We Like (Lots),Vol.  2018,,,1,2,1-2
0,Jotwell: The Journal of Things We Like (Lots),Vol.  2017,,,[97],[99],[97]-[99]
0,Jotwell: The Journal of Things We Like (Lots),Vol.  2019,,,1,2,1-2
0,American University of International Law Review,Vol.  14,4 (1999),1999,1129,1172,1129-1172
0,Vanderbilt Journal of Transnational Law,Vol.  33,4 (October 2000),2000,877,932,877-932
0,George Washington International Law Review,Vol.  33,3 and 4 (2001),2001,537,554,537-554
0,Fordham International Law Journal,Vol.  24,1 & 2 (November-December 2000),2000,62,94,62-94
0,Journal of International Economic Law,Vol.  11,4 (December 2008),2008,779,802,779-802
0,American University International Law Review,Vol.  20,6 (2005),2005,1113,1116,1113-1116
0,Loyola University Chicago International Law Review,Vol.  6,1 (2008-2009),2008,259,278,259-278
0,American University International Law Review,Vol.  26,4 (2011),2011,1009,1030,1009-1030
0,American University International Law Review,Vol.  24,4 (2009),2009,679,684,679-684
0,"Proceedings of the Annual Meeting, published by the American Society of International Law",Vol.  109,,,319,322,319-322
0,American Society of International Law Proceedings,Vol.  104,,,447,452,447-452
0,Studies in Transnational Legal Policy,Vol.  37,,,[ix],[xvi],[ix]-[xvi]
0,Studies in Transnational Legal Policy,Vol.  37,,,33,46,33-46
0,American Journal of Comparative Law Supplement,Vol.  62,4 (Fall 2014),2014,185,212,185-212
0,Washington and Lee Law Review,Vol.  69,2 (Spring 2012),2012,1023,1050,1023-1050
0,University of Illinois Law Review,Vol.  2014,4 (2014),2014,1013,1058,1013-1058
0,Review of Banking and Financial Law,Vol.  32,1 (Fall 2012),2012,193,220,193-220
0,Law and Contemporary Problems,Vol.  80,3 (2017),2017,117,146,117-146
0,American Law and Economics Review,Vol.  16,2 (Fall 2014),2014,550,576,550-576
0,Tennessee Law Review,Vol.  74,4 (Summer 2007),2007,623,668,623-668
0,Lewis & Clark Law Review,Vol.  19,2 (2015),2015,413,440,413-440
0,Georgetown Journal on Poverty Law & Policy,Vol.  17,2 (Spring 2010),2010,287,334,287-334
0,Indiana Law Review,Vol.  49,3 (2016),2016,621,676,621-676
0,Southwestern Law Review,Vol.  43,4 (2014),2014,569,590,569-590
0,Clinical Law Review,Vol.  23,1 (Fall 2016),2016,53,82,53-82
0,University of Pittsburgh Law Review,Vol.  75,4 (Summer 2014),2014,693,710,693-710
0,Marquette Law Review,Vol.  98,2 (Winter 2014),2014,763,830,763-830
0,Journal of Affordable Housing and Community Development Law,Vol.  18,1 (Fall 2008),2008,113,142,113-142
0,Journal of Affordable Housing and Community Development Law,Vol.  26,1 (2017),2017,63,66,63-66
0,"Tennessee Journal of Race, Gender, & Social Justice",Vol.  8,1 (2019),2019,[1],[22],[1]-[22]
0,Texas Wesleyan Law Review,Vol.  16,4 (2010),2010,577,596,577-596
0,Oklahoma Law Review,Vol.  52,1 (Spring 1999),1999,85,108,85-108
0,Emory Law Journal,Vol.  28,4 (Fall 1979),1979,1151,1184,1151-1184
0,Texas Bar Journal,Vol.  64,9 (October 2001),2001,897,901,897-901
0,Michigan Bar Journal,Vol.  81,1 (January 2002),2002,37,39,37-39
0,LBJ Journal of Public Affairs,Vol.  19,,,33,44,33-44
0,New Jersey Lawyer,Vol.  2001,4 (August 2001),2001,32,34,32-34
0,University of Detroit Mercy Law Review,Vol.  81,3 (Spring 2004),2004,397,400,397-400
0,Environmental Policy and Law,Vol.  45,2 (April 2015),2015,88,98,88-98
0,Brooklyn Law Review,Vol.  71,4 (Summer 2006),2006,1529,1585,1529-1585
0,Syracuse Law Review,Vol.  50,2 (2000),2000,827,862,827-862
0,Syracuse Law Review,Vol.  48,2 (1998),1998,793,820,793-820
0,Syracuse Law Review,Vol.  49,2 (1999),1999,679,702,679-702
0,Albany Law Review ,Vol.  72,2 (2009),2009,447,456,447-456
0,Syracuse Law Review,Vol.  47,2 (1996),1996,287,290,287-290
0,Albany Law Review ,Vol.  73,3 (2010),2010,853,888,853-888
0,Syracuse Law Review,Vol.  47,2 (1996),1996,655,680,655-680
0,Touro Law Review,Vol.  13,3 (Spring 1997),1997,587,594,587-594
0,Pace Law Review ,Vol.  29,3 (Spring 2009),2009,441,454,441-454
0,Albany Law Review,Vol.  78,2 (2014-2015),2014,317,326,317-326
0,Syracuse Law Review,Vol.  44,1 (1993),1993,547,566,547-566
0,Albany Law Review,Vol.  76,4 (2012-2013),2012,1899,1908,1899-1908
0,Boston University Law Review,Vol.  75,3 (May 1995),1995,559,688,559-688
0,Connecticut Journal of International Law,Vol.  16,2 (Spring 2001),2001,197,246,197-246
0,American University Law Review,Vol.  39,3 (1990),1990,513,572,513-572
0,Buffalo Law Review,Vol.  37,1 (Winter 1988-1989),1988,119,164,119-164
0,Georgetown Journal of International Law,Vol.  37,2 (2006),2006,245,352,245-352
0,Chicago Journal of International Law,Vol.  8,1 (Summer 2007),2007,169,196,169-196
0,Cardozo Journal of International and Comparative Law,Vol.  11,2 (Summer 2003),2003,409,466,409-466
0,William and Mary Law Review,Vol.  29,3 (Spring 1988),1988,501,566,501-566
0,Cardozo Arts & Entertainment Law Journal,Vol.  12,2 (1994),1994,431,466,431-466
0,St. Thomas Law Review,Vol.  13,1 (Fall 2000),2000,65,112,65-112
0,Brigham Young University Law Review,Vol.  1995,2 (1995),1995,439,480,439-480
0,John Marshall Review of Intellectual Property Law,Vol.  15,3 (2016),2016,336,[i],336-[i]
0,Columbia-VLA Art and the Law,Vol.  8,2 (1983-1984),1983,175,206,175-206
0,"Cardozo Public Law, Policy, and Ethics Journal",Vol.  7,3 (Summer 2009 ),2009,677,708,677-708
0,Columbia Journal of Law & the Arts,Vol.  35,3 (2012),2012,321,356,321-356
0,International Lawyer (ABA),Vol.  41,2 (Summer 2007),2007,613,628,613-628
0,International Lawyer (ABA),Vol.  42,2 (Summer 2008),2008,729,744,729-744
0,International Lawyer (ABA),Vol.  40,2 (Summer 2006),2006,441,452,441-452
0,Art Antiquity and Law,Vol.  14,1 (April 2009),2009,21,48,21-48
0,International Lawyer (ABA),Vol.  38,2 (Summer 2004),2004,469,476,469-476
0,International Lawyer (ABA),Vol.  36,2 (Summer 2002),2002,607,618,607-618
0,International Lawyer (ABA),Vol.  39,2 (Summer 2005),2005,493,502,493-502
0,International Lawyer (ABA),Vol.  43,2 (Summer 2009),2009,811,824,811-824
0,International Lawyer,Vol.  44,1 (Spring 2010),2010,487,502,487-502
0,International Journal of Cultural Property,Vol.  9,1 (2000),2000,166,171,166-171
0,International Journal of Cultural Property,Vol.  22,2-3 (2015),2015,357,378,357-378
0,International Lawyer (ABA),Vol.  37,2 (Summer 2003),2003,565,574,565-574
0,International Lawyer,Vol.  45,1 (Spring 2011),2011,395,408,395-408
0,International Journal of Cultural Property,Vol.  6,1 (1997),1997,7,10,7-10
0,International Journal of Cultural Property,Vol.  6,2 (1997),1997,195,198,195-198
0,International Journal of Cultural Property,Vol.  10,2 (2001),2001,331,341,331-341
0,International Journal of Cultural Property,Vol.  1,2 (1992),1992,359,368,359-368
0,International Journal of Cultural Property,Vol.  26,3 (August 2019),2019,285,304,285-304
0,International Journal of Cultural Property,Vol.  3,2 (1994),1994,347,348,347-348
0,International Journal of Cultural Property,Vol.  5,2 (1996),1996,231,234,231-234
0,International Journal of Cultural Property,Vol.  7,1 (1998),1998,1,4,1-4
0,International Journal of Cultural Property,Vol.  7,2 (1998),1998,303,307,303-307
0,International Journal of Cultural Property,Vol.  8,1 (1999),1999,327,337,327-337
0,International Journal of Cultural Property,Vol.  14,2 (May 2007),2007,158,160,158-160
0,ILSA Quarterly,Vol.  20,4 (May 2012),2012,27,33,27-33
0,United States Attorneys' Bulletin,Vol.  64,2 (March 2016),2016,5,17,5-17
0,International Lawyer,Vol.  50,,,439,452,439-452
0,International Lawyer,Vol.  48,,,421,434,421-434
0,International Lawyer,Vol.  46,1 (Spring 2012),2012,405,418,405-418
0,International Legal Materials,Vol.  57,1 (February 2018),2018,155,157,155-157
0,American Journal of Comparative Law Supplement,Vol.  42,,,61,78,61-78
0,International Lawyer,Vol.  47,,,423,434,423-434
0,International Lawyer,Vol.  51,,,465,478,465-478
0,University of Michigan Journal of Law Reform,Vol.  46,1 (Fall 2012),2012,177,224,177-224
0,Minnesota Law Review,Vol.  77,5 (May 1993),1993,1065,1096,1065-1096
0,Columbia Law Review,Vol.  94,6 (October 1994),1994,1814,1827,1814-1827
0,California Law Review,Vol.  81,4 (July 1993),1993,817,862,817-862
0,Michigan Law Review,Vol.  94,7 (June 1996),1996,2178,2228,2178-2228
0,Yale Journal of Law & the Humanities,Vol.  4,2 (Summer 1992),1992,279,310,279-310
0,Michigan Law Review,Vol.  92,2 (November 1993),1993,388,397,388-397
0,Washington University Law Quarterly,Vol.  73,3 (Fall 1995),1995,971,982,971-982
0,Wisconsin Law Review,Vol.  1992,6 (1992),1992,1931,1940,1931-1940
0,University of Colorado Law Review,Vol.  64,4 (1993),1993,1139,1144,1139-1144
0,Georgetown Journal of Legal Ethics,Vol.  28,1 (Winter 2015),2015,73,122,73-122
0,Harvard Journal of Law & Public Policy,Vol.  37,1 (Winter 2014),2014,179,186,179-186
0,Harvard Journal of Law & Public Policy,Vol.  19,2 (Winter 1996),1996,327,334,327-334
0,University of Colorado Law Review,Vol.  67,4 (1996),1996,921,930,921-930
0,University of Colorado Law Review,Vol.  72,4 (2001),2001,1039,1048,1039-1048
0,Journal of Contemporary Legal Issues,Vol.  17,,,15,24,15-24
0,University of Colorado Law Review,Vol.  77,4 (2006),2006,901,906,901-906
0,University of Colorado Law Review,Vol.  68,2 (1997),1997,285,286,285-286
0,Seton Hall Law Review,Vol.  48,1 (2017),2017,167,192,167-192
0,Constitutional Commentary,Vol.  9,2 (Summer 1992),1992,151,160,151-160
0,Southern Illinois University Law Journal,Vol.  20,1 (Fall 1995),1995,109,116,109-116
0,Utah Law Review,Vol.  2018,4 (2018),2018,867,884,867-884
0,Wake Forest Journal of Law & Policy,Vol.  5,1 (April 2015),2015,187,192,187-192
0,University of Colorado Law Review,Vol.  88,2 (2017),2017,377,384,377-384
0,University of Cincinnati Law Review,Vol.  67,3 (Spring 1999),1999,711,718,711-718
0,Constitutional Commentary,Vol.  11,1 (Winter 1994),1994,65,72,65-72
0,Constitutional Commentary,Vol.  10,1 (Winter 1993),1993,174,180,174-180
0,Yale Journal of Law & the Humanities,Vol.  6,2 (Summer 1994),1994,423,434,423-434
0,UCLA Law Review Discourse,Vol.  60,,,214,225,214-225
0,Virginia Tax Review,Vol.  13,3 (Winter 1994),1994,517,590,517-590
0,Journal of Legal Education,Vol.  54,4 (2004),2004,551,569,551-569
0,Texas Law Review,Vol.  82,6 (May 2004),2004,1483,1554,1483-1554
0,Indiana Law Journal,Vol.  81,1 (Winter 2006),2006,83,140,83-140
0,Ohio Staw Law Journal,Vol.  57,2 (1996),1996,637,670,637-670
0,Oregon Law Review,Vol.  71,4 (Winter 1992),1992,781,854,781-854
0,Indiana Law Journal,Vol.  81,1 (Winter 2006),2006,1,12,1-12
0,Pepperdine Law Review,Vol.  40,(2013),2013,1255,1290,1255-1290
0,University of Cincinnati Law Review,Vol.  71,2 (Winter 2003),2003,405,420,405-420
0,Stanford Law & Policy Review,Vol.  20,1 (2009),2009,153,170,153-170
0,Washington University Law Review,Vol.  84,5 (2006),2006,1025,1042,1025-1042
0,University of Chicago Law Review Dialogue,Vol.  82,,,69,84,69-84
0,Oklahoma Law Review,Vol.  46,3 (Fall 1993),1993,443,488,443-488
0,University of Toledo Law Review,Vol.  33,1 (Fall 2001),2001,233,244,233-244
0,American Criminal Law Review,Vol.  23,2 (Fall 1985),1985,207,242,207-242
0,Boston College Law Review,Vol.  57,3 (2016),2016,823,842,823-842
0,Cornell Law Review,Vol.  67,5,,981,1010,981-1010
0,Virginia Tax Review,Vol.  14,2 (Fall 1994),1994,347,424,347-424
0,Washington University Law Quarterly,Vol.  79,3 (2001),2001,749,786,749-786
0,Taxes - The Tax Magazine,Vol.  67,5 (May 1989),1989,286,293,286-293
0,Creighton Law Review,Vol.  43,3 (2010),2010,637,656,637-656
0,Constitutional Commentary,Vol.  21,1 (Spring 2004),2004,63,106,63-106
0,U.C. Davis Law Review,Vol.  48,1 (November 2014),2014,405,418,405-418
0,Green Bag. An Entertaining Journal of Law. (Second Series),Vol.  5,2 (Winter 2002),2002,205,206,205-206
0,,,,,,,
0,Oklahoma City University Law Review,Vol.  40,1 (Spring 2015),2015,85,86,85-86
0,Pepperdine Law Review,Vol.  40,(2013),2013,1143,1154,1143-1154
0,Brigham Young University Law Review,Vol.  1985,3 (1985),1985,505,512,505-512
0,Preview of United States Supreme Court Cases,Vol.  1993-1994,3 (November 29,29,98,100,98-100
0,Judicature,Vol.  103,2 (Summer 2019),2019,54,61,54-61
0,University of Illinois Law Review,Vol.  2000,4 (2000),2000,1119,1198,1119-1198
0,Ohio State Law Journal,Vol.  66,3 (2005),2005,473,510,473-510
0,Iowa Law Review,Vol.  76,5 (July 1991),1991,959,1010,959-1010
0,Minnesota Law Review,Vol.  88,2 (December 2003),2003,249,314,249-314
0,Rutgers Law Review,Vol.  55,4 (Summer 2003),2003,1175,1288,1175-1288
0,Cardozo Journal of International and Comparative Law,Vol.  11,2 (Summer 2003),2003,519,546,519-546
0,Vanderbilt Journal of Transnational Law,Vol.  29,3 (May 1996),1996,635,660,635-660
0,Washington and Lee Law Review,Vol.  55,3 (Summer 1998),1998,849,916,849-916
0,Minnesota Law Review,Vol.  92,4 (April 2008),2008,1031,1063,1031-1063
0,Houston Law Review ,Vol.  45,4 (2008),2008,1165,1200,1165-1200
0,Virginia Law Review,Vol.  77,6 (September 1991),1991,1127,1170,1127-1170
0,Duke Law Journal,Vol.  46,2 (November 1996),1996,241,290,241-290
0,Supreme Court Review,Vol.  1991,,,143,178,143-178
0,Berkeley Technology Law Journal,Vol.  28,1 (Spring 2013),2013,1,44,1-44
0,South Carolina Law Review,Vol.  47,4 (Summer 1996),1996,783,810,783-810
0,Hastings Law Journal,Vol.  58,1 (2006-2007),2006,87,152,87-152
0,University of Chicago Law Review,Vol.  54,4 (Fall 1987),1987,1411,1440,1411-1440
0,Journal of Intellectual Property Law,Vol.  5,2 (Spring 1998),1998,415,430,415-430
0,University of Chicago Law Review,Vol.  55,2 (Spring 1988),1988,629,658,629-658
0,Cardozo Law Review,Vol.  32,6 (July 2011),2011,2533,2578,2533-2578
0,Journal of Intellectual Property Law,Vol.  1,2 (Spring 1994),1994,259,292,259-292
0,Loyola of Los Angeles Law Review,Vol.  36,1 (Fall 2002),2002,99,122,99-122
0,Santa Clara Computer & High Technology Law Journal,Vol.  23,3 (2006-2007),2006,447,462,447-462
0,Georgia Law Review,Vol.  27,3 (Spring 1993),1993,673,696,673-696
0,Journal of Empirical Legal Studies,Vol.  11,4 (2014),2014,829,866,829-866
