,Journal,Vol,Issue,Issue Year,First Page,Last Page,Pages
0,Georgetown Law Journal,Vol.  86,4 (February 1998),1998,1051,1074,1051-1074
0,Harvard Civil Rights-Civil Liberties Law Review,Vol.  32,2 (Summer 1997),1997,275,300,275-300
0,Michigan Law Review,Vol.  95,4 (February 1997),1997,1105,1149,1105-1149
0,William and Mary Law Review,Vol.  35,3 (Spring 1994),1994,1025,1060,1025-1060
0,Texas Law Review,Vol.  77,6,,1571,1584,1571-1584
0,UCLA Law Review,Vol.  28,1 (October 1980),1980,52,94,52-94
0,Vanderbilt Law Review,Vol.  37,5 (October 1984),1984,1071,1116,1071-1116
0,Texas Law Review,Vol.  83,2 (December 2004),2004,489,524,489-524
0,University of Colorado Law Review,Vol.  63,3 (1992),1992,717,724,717-724
0,University of Colorado Law Review,Vol.  66,1 (1995),1995,159,194,159-194
0,Boston University Law Review,Vol.  64,5 (November 1984),1984,961,1002,961-1002
0,Howard Law Journal,Vol.  47,3 (Spring 2004),2004,473,498,473-498
0,Virginia Law Review,Vol.  82,1 (February 1996),1996,95,110,95-110
0,University of Pennsylvania Law Review,Vol.  146,3 (March 1998),1998,865,880,865-880
0,University of Dayton Law Review,Vol.  10,3 (Spring 1985),1985,575,598,575-598
0,Georgia Law Review,Vol.  16,3 (Spring 1982),1982,533,574,533-574
0,Northern Kentucky Law Review,Vol.  23,3 (1995-1996),1995,475,490,475-490
0,Arizona State Law Journal,Vol.  27,4 (Winter 1995),1995,1281,1300,1281-1300
0,Michigan Law Review,Vol.  101,5 (March 2003),2003,1201,1224,1201-1224
0,Iowa Law Review ,Vol.  94,5 (July 2009),2009,1505,1546,1505-1546
0,Ohio State Law Journal,Vol.  52,3 (1991),1991,847,858,847-858
0,Wake Forest Law Review,Vol.  44,2 (2009),2009,353,370,353-370
0,Michigan Law Review,Vol.  106,6 (April 2008),2008,1193,1212,1193-1212
0,Southern California Law Review,Vol.  54,6 (September 1981),1981,1323,1358,1323-1358
0,North Carolina Law Review,Vol.  91,5 (June 2013),2013,1513,1554,1513-1554
0,Syracuse Law Review,Vol.  57,3 (2007),2007,637,656,637-656
0,Georgetown Law Journal,Vol.  80,5 (June 1992),1992,1879,1890,1879-1890
0,University of Colorado Law Review,Vol.  68,4 (1997),1997,1165,1172,1165-1172
0,Law and Social Inquiry,Vol.  13,1 (1988),1988,145,156,145-156
0,Alabama Civil Rights and Civil Liberties Law Review,Vol.  2,1 (2011),2011,1,22,1-22
0,Michigan Law Review,Vol.  104,6 (May 2006),2006,1269,1286,1269-1286
0,Texas Law Review,Vol.  71,5 (April 1993),1993,1011,1018,1011-1018
0,Rutgers Law Review,Vol.  40,4 (Summer 1988),1988,1031,1058,1031-1058
0,Northwestern University Law Review,Vol.  99,2 (2005),2005,805,838,805-838
0,Iowa Law Review,Vol.  96,4 (May 2011),2011,1247,1288,1247-1288
0,Hastings Law Journal,Vol.  26,1 (September 1974),1974,57,88,57-88
0,Ohio State Law Journal,Vol.  53,4 (1992),1992,1037,1056,1037-1056
0,Southern California Law Review,Vol.  50,2 (January 1978),1978,215,270,215-270
0,Stanford Law Review,Vol.  50,6 (July 1998),1998,1929,1958,1929-1958
0,New York University Review of Law and Social Change,Vol.  9,1 (1979-1980),1979,51,68,51-68
0,Law Library Journal,Vol.  99,2 (Spring 2007),2007,307,328,307-328
0,Boston University Law Review,Vol.  62,4 (July 1982),1982,869,928,869-928
0,University of Colorado Law Review,Vol.  62,2 (1991),1991,321,330,321-330
0,Boston University Law Review,Vol.  71,3 (May 1991),1991,525,544,525-544
0,University of Pennsylvania Law Review,Vol.  139,4 (April 1991),1991,1071,1076,1071-1076
0,Georgetown Law Journal,Vol.  88,2 (January 2000),2000,263,298,263-298
0,Saint Louis University Law Journal,Vol.  34,3 (Spring 1990),1990,631,642,631-642
0,Washington University Law Quarterly,Vol.  1974,2 (1974),1974,203,226,203-226
0,Georgetown Law Journal,Vol.  104,6 (August 2016),2016,1531,1558,1531-1558
0,Harvard Civil Rights-Civil Liberties Law Review,Vol.  18,2 (Summer 1983),1983,593,598,593-598
0,Washington University Law Review,Vol.  87,6 (2010),2010,1293,1344,1293-1344
0,Harvard Civil Rights-Civil Liberties Law Review,Vol.  39,1 (Winter 2004),2004,1,16,1-16
0,Michigan Law Review,Vol.  93,6 (May 1995),1995,1460,1472,1460-1472
0,Minnesota Law Review,Vol.  64,3 (March 1980),1980,467,522,467-522
0,ABA Journal,Vol.  82,8 (August 1996),1996,86,87,86-87
0,Nevada Law Journal,Vol.  12,3 (Summer 2012),2012,525,531,525-531
0,Seattle University Law Review,Vol.  34,3 (Spring 2011),2011,835,844,835-844
0,Southern California Law Review,Vol.  72,s 2 & 3 (January & March 1999),1999,425,454,425-454
0,Wake Forest Law Review,Vol.  49,1 (2014),2014,87,120,87-120
0,Connecticut Law Review,Vol.  27,3 (Spring 1995),1995,773,788,773-788
0,Columbia Law Review,Vol.  112,7 (November 2012),2012,1883,1916,1883-1916
0,Michigan Law Review,Vol.  91,6 (May 1993),1993,1183,1203,1183-1203
0,Akron Law Review,Vol.  30,2 (Winter 1996),1996,233,236,233-236
0,Chicago-Kent Law Review,Vol.  71,3 (1996),1996,969,988,969-988
0,Chicago-Kent Law Review,Vol.  71,3 (1996),1996,1001,1016,1001-1016
0,Syracuse Law Review,Vol.  58,2 (2008),2008,241,260,241-260
0,University of Colorado Law Review,Vol.  67,1 (1996),1996,93,112,93-112
0,California Law Review,Vol.  100,2 (April 2012),2012,431,462,431-462
0,Connecticut Law Review,Vol.  24,2 (Winter 1992),1992,527,532,527-532
0,Minnesota Law Review,Vol.  101,5 (May 2017),2017,1919,1942,1919-1942
0,Southern California Law Review,Vol.  63,4 (May 1990),1990,907,936,907-936
0,Michigan Law Review,Vol.  112,6 (April 2014),2014,1133,1156,1133-1156
0,U.C. Davis Law Review,Vol.  15,3 (Spring 1982),1982,527,576,527-576
0,Minnesota Law Review,Vol.  63,2 (January 1979),1979,361,366,361-366
0,Michigan Journal of Race & Law,Vol.  11,1 (Fall 2005),2005,9,20,9-20
0,University of Pittsburgh Law Review,Vol.  75,4 (Summer 2014),2014,435,456,435-456
0,Texas Law Review,Vol.  74,6 (May 1996),1996,1223,1226,1223-1226
0,Emory Law Journal,Vol.  65,2 (2015),2015,303,358,303-358
0,Wake Forest Law Review,Vol.  49,2 (2014),2014,319,344,319-344
0,SMU Law Review,Vol.  70,3 (Summer 2017),2017,611,638,611-638
0,UMass Law Review,Vol.  9,1 (Winter 2014),2014,98,107,98-107
0,North Carolina Law Review,Vol.  86,3 (March 2008),2008,769,790,769-790
0,ABA Journal,Vol.  79,12 (December 1993),1993,32,33,32-33
0,University of Colorado Law Review,Vol.  63,2 (1992),1992,383,388,383-388
0,University of Colorado Law Review,Vol.  61,4 (1990),1990,711,714,711-714
0,Harvard Latino Law Review,Vol.  12,1 (Spring 2009),2009,103,108,103-108
0,California Law Review,Vol.  63,3 (May 1975),1975,751,761,751-761
0,New Mexico Law Review,Vol.  45,1 (Fall 2014),2014,275,296,275-296
0,SMU Law Review,Vol.  70,3 (Summer 2017),2017,595,610,595-610
0,Constitutional Commentary,Vol.  7,2 (Summer 1990),1990,209,212,209-212
0,Indiana Law Journal,Vol.  83,4 (Fall 2008),2008,1141,1150,1141-1150
0,Rutgers Race & the Law Review,Vol.  13,2 (2012),2012,65,82,65-82
0,Vanderbilt Law Review,Vol.  60,6 (November 2007),2007,1689,1746,1689-1746
0,University of Colorado Law Review,Vol.  64,4 (1993),1993,1051,1054,1051-1054
0,Alabama Civil Rights & Civil Liberties Law Review,Vol.  6,1 (2014),2014,21,44,21-44
0,Hofstra Law Review,Vol.  35,2 (Winter 2006),2006,417,424,417-424
0,Southern Illinois University Law Journal,Vol.  11,4 (1986-1987),1986,1147,1158,1147-1158
0,Chicago-Kent Law Review,Vol.  73,3 (1998),1998,749,754,749-754
0,Syracuse Law Review,Vol.  57,2 (2007),2007,175,186,175-186
0,Transnational Law & Contemporary Problems,Vol.  19,1 (Winter 2010),2010,221,230,221-230
0,Wake Forest Law Review,Vol.  51,4 (2016),2016,745,764,745-764
0,John Marshall Law Review,Vol.  47,4 (Summer 2014),2014,1371,1376,1371-1376
0,Wake Forest Law Review,Vol.  50,1 (2015),2015,219,232,219-232
0,Thomas M. Cooley Law Review,Vol.  15,3 (1998),1998,361,390,361-390
0,Case Western Reserve Law Review,Vol.  69,2 (Winter 2018),2018,275,298,275-298
0,American Indian Law Review,Vol.  33,1 (2008),2008,1,12,1-12
0,Constitutional Commentary,Vol.  6,1 (Winter 1989),1989,7,12,7-12
0,,,,,,,
0,Michigan Law Review First Impressions,Vol.  112,,,58,64,58-64
0,Northwestern University Law Review Colloquy,Vol.  103,,,147,152,147-152
0,UCLA Law Review Discourse,Vol.  59,,,44,59,44-59
0,U.C. Davis Law Review,Vol.  52,4 (April 2019),2019,1827,1872,1827-1872
0,University of San Francisco Law Review,Vol.  43,4 (Spring 2009),2009,771,776,771-776
0,Alabama Civil Rights & Civil Liberties Law Review,Vol.  9,1 (2018),2018,169,184,169-184
0,Alabama Law Review,Vol.  68,4 (2017),2017,901,922,901-922
0,Texas A&M Law Review,Vol.  4,1 (Fall 2016),2016,123,136,123-136
0,University of Colorado Law Review,Vol.  63,4 (1992),1992,944,944,944-944
0,Issues in Legal Scholarship,Vol.  3,,,[i],15,[i]-15
0,John Marshall Law Review,Vol.  47,4 (Summer 2014),2014,1269,1274,1269-1274
0,Law and Inequality: A Journal of Theory and Practice,Vol.  3,2 (October 1985),1985,261,264,261-264
0,Law and Inequality: A Journal of Theory and Practice,Vol.  33,2 (Summer 2015),2015,345,370,345-370
0,Harvard Latino Law Review,Vol.  4,,,199,210,199-210
0,Stanford Law Review,Vol.  57,6 (May 2005),2005,1807,1854,1807-1854
0,Southern California Law Review,Vol.  73,6 (September 2000),2000,1219,1274,1219-1274
0,Stanford Law Review,Vol.  58,2 (November 2005),2005,381,410,381-410
0,Yale Law Journal,Vol.  116,3 (December 2006),2006,568,597,568-597
0,Northwestern University Law Review,Vol.  97,1 (2002-2003),2002,267,318,267-318
0,Columbia Law Review,Vol.  106,4 (May 2006),2006,994,1028,994-1028
0,Columbia Law Review,Vol.  106,8 (December 2006),2006,2023,2094,2023-2094
0,Journal of Criminal Law and Criminology,Vol.  92,s 3 & 4 (Spring/Summer 2002),2002,609,640,609-640
0,Yale Law Journal,Vol.  120,4 (January 2011),2011,690,727,690-727
0,Journal of Law & Economics,Vol.  45,1 (April 2002),2002,91,126,91-126
0,Arizona Journal of International and Comparative Law,Vol.  15,1 (Winter 1998),1998,1,46,1-46
0,Behavioral Sciences & the Law,Vol.  19,2 (March/April 2001),2001,249,264,249-264
0,Harvard Journal of Law & Gender ,Vol.  30,2 (Summer 2007),2007,379,388,379-388
0,Rutgers Computer & Technology Law Journal,Vol.  15,2 (1989),1989,411,434,411-434
0,Yale Law Journal,Vol.  124,7 (May 2015),2015,2626,2662,2626-2662
0,UCLA Journal of Environmental Law and Policy,Vol.  4,2 (1985),1985,129,172,129-172
0,Journal of Legal Education,Vol.  31,s 3,,287,305,287-305
0,Washington and Lee Law Review,Vol.  68,3 (Summer 2011),2011,1171,1184,1171-1184
0,American Law and Economics Review ,Vol.  8,2 (Summer 2006),2006,410,436,410-436
0,Law and Social Inquiry ,Vol.  35,4 (Fall 2010),2010,881,918,881-918
0,Hastings International and Comparative Law Review,Vol.  30,1 (Fall 2006),2006,43,76,43-76
0,Arizona Journal of International and Comparative Law,Vol.  15,1 (Winter 1998),1998,289,318,289-318
0,Wisconsin Law Review,Vol.  2013,6 (2013),2013,1299,1354,1299-1354
0,American Law and Economics Review,Vol.  14,2 (Fall 2012),2012,488,516,488-516
0,,,,,,,
0,,,,,,,
0,Journal of Legal Studies,Vol.  46,2 (June 2017),2017,399,426,399-426
0,Boston University Law Review,Vol.  91,1 (January 2011),2011,379,384,379-384
0,Global Jurist,Vol.  7,2 (2007),2007,[i],19,[i]-19
0,Connecticut Bar Journal,Vol.  50,1 (1976),1976,42,66,42-66
0,Connecticut Insurance Law Journal,Vol.  5,1 (1998-1999),1998,21,58,21-58
0,Texas Law Review,Vol.  72,6 (May 1994),1994,1317,1344,1317-1344
0,University of Kansas Law Review,Vol.  29,2 (Winter 1981),1981,195,212,195-212
0,American University Law Review,Vol.  34,2 (Winter 1985),1985,329,368,329-368
0,Connecticut Law Revew,Vol.  18,2 (Winter 1986),1986,271,322,271-322
0,Connecticut Insurance Law Journal,Vol.  4,1 (1997-1998),1997,153,204,153-204
0,Industrial Relations Law Journal,Vol.  6,2 (1984),1984,173,254,173-254
0,Saint Louis University Law Journal,Vol.  45,3 (Summer 2001),2001,857,[ii],857-[ii]
0,Wake Forest Law Review,Vol.  41,3 (2006),2006,835,878,835-878
0,Connecticut Insurance Law Journal,Vol.  8,1 (2001),2001,7,36,7-36
0,Arizona Law Review,Vol.  42,1 (2000),2000,13,76,13-76
0,University of Kansas Law Review,Vol.  32,2 (Winter 1984),1984,287,350,287-350
0,University of Toledo Law Review,Vol.  38,2 (Winter 2007),2007,539,546,539-546
0,Missouri Law Review,Vol.  64,4 (Fall 1999),1999,759,788,759-788
0,Connecticut Insurance Law Journal,Vol.  9,1 (2002),2002,95,120,95-120
0,University of Kansas Law Review,Vol.  32,4 (Summer 1984),1984,753,762,753-762
0,University of Kansas Law Review,Vol.  33,3 (Spring 1985),1985,419,428,419-428
0,University of Kansas Law Review,Vol.  37,4 (Summer 1989),1989,841,906,841-906
0,Ohio State Law Journal,Vol.  51,4 (1990),1990,773,822,773-822
0,Journal of Legal Education,Vol.  49,4 (December 1999),1999,564,594,564-594
0,University of Memphis Law Review,Vol.  26,4 (Summer 1996),1996,1347,1376,1347-1376
0,Oregon Law Review,Vol.  66,4 (1987),1987,685,752,685-752
0,Nevada Law Journal,Vol.  2,2 (Summer 2002),2002,292,311,292-311
0,Connecticut Insurance Law Journal,Vol.  9,2 (2003),2003,397,442,397-442
0,Connecticut Insurance Law Journal,Vol.  19,1 (Fall 2012),2012,13,28,13-28
0,Journal of Dispute Resolution,Vol.  2004,1 (2004),2004,107,118,107-118
0,Journal of Dispute Resolution,Vol.  2015,2 (2015),2015,255,282,255-282
0,"Journal of Law, Medicine and Ethics",Vol.  35,2 Special Supplement (Summer 2007),2007,80,90,80-90
0,University of Kansas Law Review,Vol.  41,1 (Fall 1992),1992,1,10,1-10
0,Florida Coastal Law Review,Vol.  14,1 (Fall 2012),2012,55,98,55-98
0,Kansas Journal of Law & Public Policy,Vol.  1,,,4,4,4-4
0,University of Toledo Law Review,Vol.  44,2 (Winter 2013),2013,345,354,345-354
0,University of Toledo Law Review,Vol.  36,1 (Fall 2004),2004,85,94,85-94
0,Journal of Dispute Resolution,Vol.  2018,2 (Spring 2018),2018,57,70,57-70
0,Journal of Dispute Resolution,Vol.  2019,1 (2019),2019,25,72,25-72
0,TortSource,Vol.  5,2 (Winter 2003),2003,1,6,1-6
0,Texas A&M Law Review,Vol.  6,2 (Winter 2019),2019,391,452,391-452
0,Brooklyn Law Review,Vol.  68,4 (2003),2003,1121,1158,1121-1158
0,Law & Society Review,Vol.  30,1 (1996),1996,121,162,121-162
0,Judicature,Vol.  80,2 (September-October 1996),1996,64,67,64-67
0,Stanford Law Review,Vol.  52,6 (July 2000),2000,1821,1828,1821-1828
0,DePaul Law Review,Vol.  55,2 (Winter 2006),2006,539,562,539-562
0,Florida State University Law Review,Vol.  32,2 (Winter 2005),2005,511,518,511-518
0,Justice System Journal,Vol.  14,2 (1991),1991,229,243,229-243
0,Criminal Justice and Behavior,Vol.  17,3 (September 1990),1990,303,314,303-314
0,Jurimetrics Journal,Vol.  30,2 (Winter 1990),1990,223,234,223-234
0,DePaul Law Review,Vol.  56,2 (Winter 2007),2007,507,538,507-538
0,Journal of Empirical Legal Studies,Vol.  6,1 (2009),2009,69,110,69-110
0,Michigan State University Journal of Medicine and Law,Vol.  13,2 (Spring 2009),2009,449,486,449-486
0,Emory Law Journal,Vol.  56,3 (2006),2006,619,692,619-692
0,New York University Law Review ,Vol.  84,2 (May 2009),2009,514,571,514-571
0,University of Colorado Law Review,Vol.  78,1 (2007),2007,193,256,193-256
0,Arizona State Law Journal,Vol.  37,2 (Summer 2005),2005,435,534,435-534
0,Arizona State Law Journal,Vol.  36,3 (Fall 2004),2004,805,884,805-884
0,Notre Dame Law Review,Vol.  88,3 (February 2013),2013,1139,1198,1139-1198
0,Florida Law Review,Vol.  60,1 (January 2008),2008,125,182,125-182
0,George Mason Law Review,Vol.  17,3 (Spring 2010),2010,661,736,661-736
0,Journal of Corporation Law ,Vol.  35,2 (Winter 2009),2009,363,392,363-392
0,South Carolina Law Review,Vol.  63,1 (Autumn 2011),2011,1,12,1-12
0,Arizona State Law Journal,Vol.  38,2 (Summer 2006),2006,581,616,581-616
0,William and Mary Law Review,Vol.  51,4 (March 2010),2010,1417,1488,1417-1488
0,Virginia Environmental Law Journal,Vol.  23,2 (2004),2004,111,202,111-202
0,Northwestern University Law Review,Vol.  104,1 (2010),2010,49,104,49-104
0,Journal of Business & Technology Law,Vol.  3,2 (2008),2008,309,332,309-332
0,American University Business Law Review,Vol.  3,1 (2014),2014,81,98,81-98
0,St. John's Law Review ,Vol.  81,4 (Fall 2007),2007,881,898,881-898
0,Northwestern University Law Review,Vol.  108,1 (Fall 2013),2013,85,138,85-138
0,Journal of Business & Technology Law,Vol.  5,1 (2010),2010,75,98,75-98
0,Michigan Law Review,Vol.  111,1 (October 2012),2012,33,88,33-88
0,Chapman Law Review,Vol.  17,1 (Fall 2013),2013,37,72,37-72
0,International Journal of Evidence & Proof ,Vol.  11,4 (2007),2007,286,291,286-291
0,Washington and Lee Law Review,Vol.  71,1 (Winter 2014),2014,489,524,489-524
0,Vanderbilt Law Review,Vol.  69,3 (April 2016),2016,695,760,695-760
0,Minnesota Law Review,Vol.  102,5 (May 2018),2018,1951,2018,1951-2018
0,Chapman Law Review,Vol.  17,1 (Fall 2013),2013,195,214,195-214
0,Journal of Business & Technology Law,Vol.  8,1 (2013),2013,157,162,157-162
0,Washington University Law Review,Vol.  96,3 (2018),2018,495,558,495-558
0,Transactions: The Tennessee Journal of Business Law,Vol.  14,3 (2013),2013,341,360,341-360
0,Harvard Law Review,Vol.  124,1 (November 2010),2010,83,117,83-117
0,Georgetown Law Journal,Vol.  101,4 (April 2013),2013,923,968,923-968
0,Harvard Business Law Review,Vol.  2,1 (Spring 2012),2012,39,60,39-60
0,Journal of Corporation Law,Vol.  30,4 (Summer 2005),2005,823,856,823-856
0,Cornell Law Review,Vol.  104,2 (January 2019),2019,381,466,381-466
0,Journal of Corporation Law,Vol.  39,1 (Fall 2013),2013,1,34,1-34
0,UCLA Law Review,Vol.  60,3 (February 2013),2013,638,677,638-677
0,Columbia Law Review,Vol.  114,6 (October 2014),2014,1549,[iv],1549-[iv]
0,Virginia Law Review,Vol.  93,8 (December 2007),2007,1983,2016,1983-2016
0,Columbia Law Review,Vol.  112,4 (May 2012),2012,951,990,951-990
0,Virginia Law Review,Vol.  100,3 (May 2014),2014,479,522,479-522
0,Law and Contemporary Problems,Vol.  78,3 (2015),2015,55,64,55-64
0,Columbia Business Law Review,Vol.  2014,1 (2014),2014,111,171,111-171
0,Villanova Law Review,Vol.  7,2 (Winter 1961-62),1961,313,316,313-316
0,Arizona Journal of International and Comparative Law,Vol.  7,2 (Fall 1989),1989,287,312,287-312
0,Federal Bar Association Journal,Vol.  3,2 (1937-1939),1937,71,130,71-130
0,Global Governance,Vol.  10,1 (January-March 2004),2004,21,36,21-36
0,Journal of Empirical Legal Studies,Vol.  15,1 (March 2018),2018,165,191,165-191
0,Journal of Law & Economics,Vol.  60,4 (November 2017),2017,673,712,673-712
0,Villanova Law Review,Vol.  7,4 (Summer 1962),1962,693,696,693-696
0,Villanova Law Review,Vol.  7,1 (Fall 1961),1961,140,143,140-143
0,Cahiers de Droit,Vol.  26,1 (1985),1985,161,174,161-174
0,Global Responsibility to Protect,Vol.  2,3 (2010),2010,315,319,315-319
0,Foreign Affairs,Vol.  37,1 (October 1958),1958,54,68,54-68
0,International Journal,Vol.  23,2 (1967-1968),1967,287,290,287-290
0,International Journal,Vol.  40,1 (Winter 1984-1985),1984,145,159,145-159
0,Journal of Tax Practice and Procedure,Vol.  14,5 (October-November 2012),2012,41,64,41-64
0,"Psychiatry, Psychology and Law",Vol.  1,2 (November 1994),1994,161,170,161-170
0,Oregon Law Review,Vol.  80,3 (Fall 2001),2001,757,860,757-860
0,Idaho Law Review,Vol.  42,1 (2005),2005,1,122,1-122
0,Oregon Law Review,Vol.  70,3 (Fall 1991),1991,543,584,543-584
0,American Indian Law Review,Vol.  25,2,,165,274,165-274
0,American Indian Law Review,Vol.  18,1 (1993),1993,133,160,133-160
0,Journal of Small and Emerging Business Law,Vol.  8,2 (Summer 2004),2004,173,228,173-228
0,Arizona State Law Journal,Vol.  28,1 (Spring 1996),1996,223,298,223-298
0,Arizona State Law Journal,Vol.  40,4 (Winter 2008),2008,1297,1342,1297-1342
0,Texas Law Review,Vol.  6,2 (February 1928),1928,151,164,151-164
0,Nebraska Law Review,Vol.  89,4 (2011),2011,819,884,819-884
0,Wyoming Law Review,Vol.  11,2 (2011),2011,329,350,329-350
0,Lewis & Clark Law Review,Vol.  15,4 (Winter 2011),2011,847,922,847-922
0,North Dakota Law Review,Vol.  91,1 (2015),2015,37,98,37-98
0,West Virginia Law Review,Vol.  111,3 (Spring 2009),2009,849,918,849-918
0,Environmental Law,Vol.  20,4 (1990),1990,1037,1064,1037-1064
0,Lewis & Clark Law Review,Vol.  12,4 (Winter 2008),2008,1103,1134,1103-1134
0,Hastings International and Comparative Law Review,Vol.  17,4 (Summer 1994),1994,793,818,793-818
0,"Law, Medicine and Health Care",Vol.  20,s 1 - 2 (Spring-Summer 1992),1992,127,132,127-132
0,Oregon State Bar Bulletin,Vol.  56,6 (April 1996),1996,19,24,19-24
0,Tulane Journal of Technology and Intellectual Property,Vol.  13,1 (Fall 2010),2010,179,184,179-184
0,DePaul Business & Commercial Law Journal,Vol.  11,1 (Fall 2012),2012,1,74,1-74
0,Brooklyn Journal of International Law,Vol.  37,1 (2011),2011,1,64,1-64
0,Drake Law Review,Vol.  65,1 (2017),2017,89,178,89-178
0,Federal Lawyer,Vol.  63,1 (January/February 2016),2016,8,11,8-11
0,Oregon Law Review,Vol.  45,2 (February 1966),1966,149,153,149-153
0,Brigham Young University Law Review,Vol.  2018,6 (2018),2018,1331,1406,1331-1406
0,American Business Law Journal,Vol.  12,2 (Fall 1974),1974,197,200,197-200
0,Journal of Affordable Housing and Community Development Law,Vol.  27,3 (2019),2019,493,496,493-496
0,,,,,,,
0,Australian Year Book of International Law,Vol.  1970-1973,,,40,50,40-50
0,Central Law Journal,Vol.  92,- May 20,,354,361,354-361
0,Houston Law Review,Vol.  24,4 (July 1987),1987,765,800,765-800
0,Law and Inequality: A Journal of Theory and Practice,Vol.  1,2 (November 1983),1983,355,388,355-388
0,Labor Law Journal,Vol.  16,4 (April 1965),1965,203,211,203-211
0,Kentucky Law Journal,Vol.  107,2 (2018-2019),2018,269,314,269-314
0,Journal of Law and Religion,Vol.  16,2 (2001),2001,739,742,739-742
0,Nevada Lawyer,Vol.  2,11 (November 1994),1994,11,12,11-12
0,Transactions: The Tennessee Journal of Business Law,Vol.  12,(2011),2011,37,54,37-54
0,Boston College Law Review,Vol.  53,4 (September 2012),2012,1417,1514,1417-1514
0,Cornell Law Review,Vol.  86,2 (January 2001),2001,251,327,251-327
0,American Journal of Law & Medicine,Vol.  34,1 (2008),2008,41,64,41-64
0,Family Law Quarterly,Vol.  42,3 (Fall 2008),2008,573,618,573-618
0,Northwestern Journal of Law and Social Policy,Vol.  5,2 (Fall 2010),2010,318,368,318-368
0,San Diego Law Review,Vol.  42,3 (2005),2005,847,880,847-880
0,William & Mary Bill of Rights Journal,Vol.  14,3 (February 2006),2006,883,908,883-908
0,Case Western Reserve Law Review,Vol.  64,3 (Spring 2014),2014,1161,1268,1161-1268
0,Hofstra Law Review ,Vol.  38,4 (Summer 2010),2010,1103,1190,1103-1190
0,BYU Journal of Public Law ,Vol.  22,2 (2008),2008,475,498,475-498
0,Emory Law Journal,Vol.  51,1 (Winter 2002),2002,241,308,241-308
0,North Carolina Law Review,Vol.  76,2 (January 1998),1998,353,406,353-406
0,American Journal of Law & Medicine,Vol.  29,s 2 & 3 (2003),2003,337,362,337-362
0,William & Mary Bill of Rights Journal,Vol.  18,4 (May 2010),2010,925,952,925-952
0,Washington and Lee Law Review,Vol.  66,3 (Summer 2009),2009,1127,1174,1127-1174
0,U.C. Davis Law Review,Vol.  48,2 (December 2014),2014,703,790,703-790
0,"Journal of Law, Medicine and Ethics",Vol.  34,4 (Winter 2006),2006,704,713,704-713
0,American Journal of Law & Medicine,Vol.  36,s 2 and 3 (2010),2010,295,325,295-325
0,Washington and Lee Law Review,Vol.  64,4 (Fall 2007),2007,1363,1384,1363-1384
0,Boston University Law Review,Vol.  95,3 (May 2015),2015,951,994,951-994
0,Journal of the American Academy of Matrimonial Lawyers,Vol.  25,2 (2013),2013,477,532,477-532
0,Nexus - Chapman's Journal of Law & Policy,Vol.  14,1 (2009),2009,101,112,101-112
0,Child and Family Law Quarterly,Vol.  14,1 (2002),2002,1,24,1-24
0,University of Illinois Law Review,Vol.  2016,4 (2016),2016,1445,1504,1445-1504
0,Georgetown Journal of Gender and the Law,Vol.  15,2 (2014),2014,485,542,485-542
0,Virginia Journal of Social Policy & the Law,Vol.  12,3 (2005),2005,638,672,638-672
0,Ave Maria Law Review,Vol.  9,1 (Fall 2010),2010,101,122,101-122
0,Washington and Lee Law Review,Vol.  66,1 (Winter 2009),2009,503,514,503-514
0,Elder Law Journal,Vol.  24,1 (2016),2016,49,100,49-100
0,Lewis & Clark Law Review,Vol.  20,4 (2017),2017,1373,1458,1373-1458
0,"Journal of Law, Medicine and Ethics",Vol.  43,1 (Spring 2015),2015,72,84,72-84
0,New York University Review of Law & Social Change,Vol.  37,1 (2013),2013,35,48,35-48
0,Journal of Health Care Law & Policy,Vol.  8,2 (2005),2005,240,263,240-263
0,Law and Inequality: A Journal of Theory and Practice,Vol.  34,2 (Summer 2016),2016,385,488,385-488
0,Washington University Journal of Law & Policy,Vol.  14,,,315,326,315-326
0,Connecticut Law Review,Vol.  48,3 (February 2016),2016,969,1012,969-1012
0,"Journal of Law, Medicine and Ethics",Vol.  44,3 (Fall 2016),2016,402,418,402-418
0,UC Irvine Law Review,Vol.  8,4 (July 2018),2018,583,616,583-616
0,Advocate (State Bar of Texas),Vol.  16,2 (Summer 1997),1997,77,84,77-84
0,Idaho Law Review,Vol.  44,2 (2008),2008,423,454,423-454
0,International Survey of Family Law,Vol.  2015,,,343,374,343-374
0,"Journal of Law, Medicine and Ethics",Vol.  46,3 (Fall 2018),2018,563,566,563-566
0,"Journal of Law, Medicine and Ethics",Vol.  46,3 (Fall 2018),2018,636,643,636-643
0,"Journal of Law, Medicine and Ethics",Vol.  34,4 (Winter 2006),2006,655,657,655-657
0,"Journal of Law, Medicine and Ethics",Vol.  34,4 (Winter 2006),2006,821,825,821-825
0,Northern Ireland Legal Quarterly ,Vol.  53,4 (Winter 2002),2002,454,478,454-478
0,University of St. Thomas Law Journal,Vol.  15,2 (2019),2019,442,487,442-487
0,Washington and Lee Law Review,Vol.  71,2 (Spring 2014),2014,1385,1428,1385-1428
0,Washington and Lee Law Review,Vol.  68,2 (Spring 2011),2011,557,638,557-638
0,Minnesota Law Review,Vol.  93,2 (December 2008),2008,585,669,585-669
0,Washington Law Review ,Vol.  84,3 (August 2009),2009,317,418,317-418
