,Title,Paper Type,List Author,Author(s),Number of Authors,Journal,Journal,Vol,Issue,Issue Year,First Page,Last Page,BBCite,BBCite Year,Cited (articles),Cited (cases),Accessed,Topics,ID
17,The Jurisdiction Canon,article,Aaron-Andrew P. Bruhl,"Bruhl, Aaron-Andrew P. (Cited 410 times)",1,"Vanderbilt Law Review, Vol. 70, Issue 2 (March 2017), pp. 499-564",Vanderbilt Law Review,Vol.  70,2 (March 2017),2017,499,564,70 Vand. L. Rev. 499 (2017),2017,4,0,28,"Jurisdiction, Legislation, Interpretation and Construction, World Trade Organization, Constitutional Law, International Law",4416
18,Measuring Circuit Splits: A Cautionary Note,article,Aaron-Andrew P. Bruhl,"Bruhl, Aaron-Andrew P. (Cited 410 times)",1,"Journal of Law, Vol. 4, Issue 3 (2014), pp. 361-384",Journal of Law,Vol.  4,3 (2014),2014,361,384,4 J. L. 361 (2014),2014,3,0,5,Appellate Review,4416
19,Statutory Interpretation and the Rest of the Iceberg: Divergences between the Lower Federal Courts and the Supreme Court,article,Aaron-Andrew P. Bruhl,"Bruhl, Aaron-Andrew P. (Cited 410 times)",1,"Duke Law Journal, Vol. 68, Issue 1 (October 2018), pp. 1-74",Duke Law Journal,Vol.  68,1 (October 2018),2018,1,74,68 Duke L.J. 1 (2018-2019),2018,3,0,0,,4416
20,One Good Plaintiff Is Not Enough,article,Aaron-Andrew P. Bruhl,"Bruhl, Aaron-Andrew P. (Cited 410 times)",1,"Duke Law Journal, Vol. 67, Issue 3 (December 2017), pp. 481-556",Duke Law Journal,Vol.  67,3 (December 2017),2017,481,556,67 Duke L.J. 481 (2017-2018),2017,2,1,27,"Constitutional Law, Courts, Estates, Remedies, Economics, Psychiatry and Psychology, Torts, Women",4416
21,Courtside,notes,Aaron-Andrew P. Bruhl,"Smith, Paul M. (Cited 32 times); Fallow, Katherine A. (Cited 20 times); Mach, Daniel (Cited 30 times); Bruhl, Aaron A. (Cited 410 times)",4,"Communications Lawyer, Vol. 23, Issue 1 (Spring 2005), pp. 23-32",Communications Lawyer,Vol.  23,1 (Spring 2005),2005,23,32,23 Comm. Law. 23 (2005-2006),2005,1,0,0,"Government, Agriculture",4416
22,"New Line Item Veto Proposal: This Time Its Constitutional (Mostly), The",,Aaron-Andrew P. Bruhl,"Bruhl, Aaron-Andrew P. (Cited 410 times)",1,,,,,,,,116 Yale L.J. F. 70,,0,0,0,,4416
23,Separating Amicus Wheat from Chaff,article,Aaron-Andrew P. Bruhl,"Bruhl, Aaron-Andrew P. (Cited 410 times); Feldman, Adam (Cited 12 times)",2,"Georgetown Law Journal Online, Vol. 106, pp. 135-150",Georgetown Law Journal Online,Vol.  106,,,135,150,106 Geo. L.J. Online 135 (2017),2017,0,0,19,"Legal Analysis and Writing, Supreme Court of the United States, Courts, Law and Society",4416
0,Interpretive Preferences and the Limits of the New Formalism,article,Adam Badawi,"Badawi, Adam B. (Cited 62 times)",1,"Berkeley Business Law Journal, Vol. 6, Issue 1 and 2 (2009), pp. 1-54",Berkeley Business Law Journal,Vol.  6,1 and 2 (2009),2009,1,54,6 Berkeley Bus. L.J. 1 (2009),2009,16,0,5,"Commercial Law, Contracts, Dispute Resolution, Organizations, General, Ownership",9420
1,"Harm, Ambiguity, and the Regulation of Illegal Contracts",article,Adam Badawi,"Badawi, Adam B. (Cited 62 times)",1,"George Mason Law Review, Vol. 17, Issue 2 (Winter 2010), pp. 483-532",George Mason Law Review,Vol.  17,2 (Winter 2010),2010,483,532,17 Geo. Mason L. Rev. 483 (2009-2010),2009,12,0,14,"Contracts, Regulation",9420
2,Self-Help and the Rules of Engagement,article,Adam Badawi,"Badawi, Adam B. (Cited 62 times)",1,"Yale Journal on Regulation, Vol. 29, Issue 1 (Winter 2012), pp. 1-44",Yale Journal on Regulation,Vol.  29,1 (Winter 2012),2012,1,44,29 Yale J. on Reg. 1 (Winter 2012),2012,10,0,15,"Law Enforcement, Repossession, State Action, Commercial Code, Credit, Fraud, Uniform Commercial Code",9420
3,Unceasing Animosities and the Public Tranquility: Political Market Failure and the Scope of the Commerce Power,comments,Adam Badawi,"Badawi, Adam (Cited 62 times)",1,"California Law Review, Vol. 91, Issue 5 (October 2003), pp. 1331-1374",California Law Review,Vol.  91,5 (October 2003),2003,1331,1374,91 Calif. L. Rev. 1331 (2003),2003,6,0,1,"Constitutional Law, Jurisdiction, Criminal Law and Procedure",9420
4,Merger Class Actions in Delaware and the Symptoms of Multi-Jurisdictional Litigation,article,Adam Badawi,"Badawi, Adam B. (Cited 62 times)",1,"Washington University Law Review, Vol. 90, Issue 3 (2013), pp. 965-1014",Washington University Law Review,Vol.  90,3 (2013),2013,965,1014,90 Wash. U. L. Rev. 965 (2012-2013),2012,6,0,4,"Class Actions, Adoption, Corporations",9420
5,The Shareholder Wealth Effects of Delaware Litigation,article,Adam Badawi,"Badawi, Adam B. (Cited 62 times); Chen, Daniel L. (Cited 56 times)",2,"American Law and Economics Review, Vol. 19, Issue 2 (Fall 2017), pp. 287-326",American Law and Economics Review,Vol.  19,2 (Fall 2017),2017,287,326,,,2,0,0,"Plaintiffs, Business Organizations, Jurisdiction, Records",9420
6,Relational Governance and Contract Damages: Evidence from Franchising,article,Adam Badawi,"Badawi, Adam B. (Cited 62 times)",1,"Journal of Empirical Legal Studies, Vol. 7, Issue 4 (2010), pp. 743-785",Journal of Empirical Legal Studies,Vol.  7,4 (2010),2010,743,785,7 J. Empirical Legal Stud. 743 (2010),2010,2,0,8,"Agency, Contracts, Damages, Economics, Evidence, Franchising, Commercial Law, Personal Property, Property, Jurisprudence",9420
7,Appellate Lawmaking in Judicial Hierarchy,article,Adam Badawi,"Badawi, Adam B. (Cited 62 times); Baker, Scott (Cited 232 times)",2,"Journal of Law & Economics, Vol. 58, Issue 1 (February 2015), pp. 139-172",Journal of Law & Economics,Vol.  58,1 (February 2015),2015,139,172,,,2,0,0,"Courts, Appeals, Court Opinions",9420
8,Rationality's Reach,reviews,Adam Badawi,"Badawi, Adam B. (Cited 62 times)",1,"Michigan Law Review, Vol. 112, Issue 6 (April 2014), pp. 993-1014",Michigan Law Review,Vol.  112,6 (April 2014),2014,993,1014,112 Mich. L. Rev. 993 (2013-2014),2013,2,0,3,"Consumer Protection Law, Economics, Psychiatry and Psychology, Regulation, Banking, Credit, Law and Economics",9420
9,The Fannie and Freddie Bailouts through the Corporate Lens,article,Adam Badawi,"Badawi, Adam B. (Cited 62 times); Casey, Anthony J. (Cited 280 times)",2,"New York University Journal of Law and Business, Vol. 10, Issue 2 (Spring 2014), pp. 443-478",New York University Journal of Law and Business,Vol.  10,2 (Spring 2014),2014,443,478,10 N.Y.U. J.L. & Bus. 443 (Spring 2014),2014,2,0,3,"Due Process, Foreclosure, State Action, Victims, Bankruptcy Law, Fourteenth Amendment, Housing Law",9420
10,Introduction to the Bernard Witkin Oral History,article,Adam Badawi,"Badawi, Adam (Cited 62 times)",1,"California Supreme Court Historical Society Yearbook, Vol. 4, pp. 95-108",California Supreme Court Historical Society Yearbook,Vol.  4,,,95,108,4 Cal. Sup. Ct. Hist. Soc'y Y.B. 95 (1998-1999),1998,1,0,1,"History, Evidence",9420
11,Influence Costs and the Scope of Board Authority,article,Adam Badawi,"Badawi, Adam B. (Cited 62 times)",1,"Journal of Corporation Law, Vol. 39, Issue 4 (Summer 2014), pp. 675-712",Journal of Corporation Law,Vol.  39,4 (Summer 2014),2014,675,712,39 J. Corp. L. 675 (2013-2014),2013,1,0,6,"Costs, Lobbying, Corporations, Politics",9420
12,Does the Quality of Plaintiffs' Law Firm Matter in Deal Litigation,article,Adam Badawi,"Badawi, Adam B. (Cited 62 times); Webber, David H. (Cited 68 times)",2,"Journal of Corporation Law, Vol. 41, Issue 2 (Winter 2015), pp. 359-392",Journal of Corporation Law,Vol.  41,2 (Winter 2015),2015,359,392,41 J. Corp. L. 359 (Winter 2015),2015,0,0,12,"Plaintiffs, Derivative Actions, Mergers",9420
13,"Lobbying, Pandering, and Information in the Firm",article,Adam Badawi,"Badawi, Adam B. (Cited 62 times)",1,"Seattle University Law Review, Vol. 38, Issue 2 (Winter 2015), pp. 215-254",Seattle University Law Review,Vol.  38,2 (Winter 2015),2015,215,254,38 Seattle U. L. Rev. 215 (2014-2015),2014,0,0,9,"Lobbying, Costs, Banking, Corporations",9420
14,The Reorganization of Fannie and Freddie,notes,Adam Badawi,"Badawi, Adam (Cited 62 times); Casey, Anthony; Skeel, David (Cited 82 times); Wallison, Peter (Cited 3 times); McKenzie, Troy",5,"New York University Journal of Law and Business, Vol. 10, Issue 2 (Spring 2014), pp. 223-264",New York University Journal of Law and Business,Vol.  10,2 (Spring 2014),2014,223,264,10 N.Y.U. J.L. & Bus. 223 (Spring 2014),2014,0,0,2,"Takings, Takings Clause, Administrative Law, Regulation, Government",9420
15,Foreword,comments,Adam Badawi,"Kim, Pauline (Cited 11 times); Badawi, Adam (Cited 62 times); Hollander-Blumoff, Rebecca (Cited 270 times)",3,"Journal of Empirical Legal Studies, Vol. 13, Issue 4 (2016), pp. 566-566",Journal of Empirical Legal Studies,Vol.  13,4 (2016),2016,566,566,13 J. Empirical Legal Stud. 566 (2016),2016,0,0,1,"Revolution, Legal Research, Research, Business Organizations, Practice and Procedure, Securities Law",9420
0,A Qualitative Theory of the Dead Hand,article,Adam J. Hirsch,"Hirsch, Adam J. (Cited 858 times); Wang, William K. S. (Cited 559 times)",2,"Indiana Law Journal, Vol. 68, Issue 1 (Winter 1992), pp. 1-58",Indiana Law Journal,Vol.  68,1 (Winter 1992),1992,1,58,68 Ind. L. J. 1 (1992-1993),1992,135,0,33,"Probate Law, Rule Against Perpetuities, Trusts, Property",2172
1,Spendthrift Trusts and Public Policy: Economic and Cognitive Perspectives,article,Adam J. Hirsch,"Hirsch, Adam J. (Cited 858 times)",1,"Washington University Law Quarterly, Vol. 73, Issue 1 (Spring 1995), pp. 1-96",Washington University Law Quarterly,Vol.  73,1 (Spring 1995),1995,1,96,73 Wash. U. L. Q. 1 (1995),1995,95,1,6,"Public Policy, Spendthrift Trusts, Trusts, Estate Planning",2172
2,Default Rules in Inheritance Law: A Problem in Serach of Its Context,article,Adam J. Hirsch,"Hirsch, Adam J. (Cited 858 times)",1,"Fordham Law Review, Vol. 73, Issue 3 (December 2004), pp. 1031-1102",Fordham Law Review,Vol.  73,3 (December 2004),2004,1031,1102,73 Fordham L. Rev. 1031 (December 2004),2004,83,3,49,"Economics, Estate Planning, Inheritance, Wills, International Law, Private International Law",2172
3,Inheritance and Inconsistency,article,Adam J. Hirsch,"Hirsch, Adam J. (Cited 858 times)",1,"Ohio Staw Law Journal, Vol. 57, Issue 4 (1996), pp. 1057-1162",Ohio Staw Law Journal,Vol.  57,4 (1996),1996,1057,1162,57 Ohio St. L.J. 1057 (1996),1996,58,0,18,"Estate Planning, Inheritance, Jurisprudence",2172
4,Problem of the Insolvent Heir,article,Adam J. Hirsch,"Hirsch, Adam J. (Cited 858 times)",1,"Cornell Law Review, Vol. 74, Issue 4 , pp. 587-654",Cornell Law Review,Vol.  74,4,,587,654,74 Cornell L. Rev. 587 (1988-1989),1988,55,6,4,"Probate Law, Due Process, Liens, Bankruptcy Law",2172
5,Bequests for Purposes: A Unified Theory,article,Adam J. Hirsch,"Hirsch, Adam J. (Cited 858 times)",1,"Washington and Lee Law Review, Vol. 56, Issue 1 (1999), pp. 33-110",Washington and Lee Law Review,Vol.  56,1 (1999),1999,33,110,56 Wash. & Lee L. Rev. 33 (1999),1999,48,0,13,"Charities, Estate Planning, Trusts, Animal Law",2172
6,Text and Time: A Theory of Testamentary Obsolescence,article,Adam J. Hirsch,"Hirsch, Adam J. (Cited 858 times)",1,"Washington University Law Review, Vol. 86, Issue 3 (2009), pp. 609-664",Washington University Law Review,Vol.  86,3 (2009),2009,609,664,86 Wash. U. L. Rev. 609 (2008-2009),2008,40,0,9,"Estates, Wills",2172
7,Freedom of Testation/Freedom of Contract,article,Adam J. Hirsch,"Hirsch, Adam J. (Cited 858 times)",1,"Minnesota Law Review, Vol. 95, Issue 6 (2011), pp. 2180-2253",Minnesota Law Review,Vol.  95,6 (2011),2011,2180,2253,95 Minn. L. Rev. 2180 (2010-2011),2010,38,0,51,"Contracts, Estates, Jurisprudence, Gifts, Wills",2172
8,"Inheritance Law, Legal Contraptions, and the Problem of Doctrinal Change",article,Adam J. Hirsch,"Hirsch, Adam J. (Cited 858 times)",1,"Oregon Law Review, Vol. 79, Issue 3 (Fall 2000), pp. 527-574",Oregon Law Review,Vol.  79,3 (Fall 2000),2000,527,574,79 Or. L. Rev. 527 (2000),2000,33,0,19,"Estate Planning, Inheritance, Democracy, Law and Society, Jurisprudence",2172
9,Fear Not the Assest Protection Trust,comments,Adam J. Hirsch,"Hirsch, Adam J. (Cited 858 times)",1,"Cardozo Law Review, Vol. 27, Issue 6 (April 2006), pp. 2685-2712",Cardozo Law Review,Vol.  27,6 (April 2006),2006,2685,2712,27 Cardozo L. Rev. 2685 (April 2006),2006,30,3,13,"Asset Protection Trusts, Trusts, Federalism, Public Policy, States",2172
10,Inheritance and Bankruptcy: The Meaning of the Fresh Start,article,Adam J. Hirsch,"Hirsch, Adam J. (Cited 858 times)",1,"Hastings Law Journal, Vol. 45, Issue 2 (January 1994), pp. 175-248",Hastings Law Journal,Vol.  45,2 (January 1994),1994,175,248,45 Hastings L.J. 175 (1993-1994),1993,30,4,12,"Bankruptcy, Bankruptcy Law, Inheritance, Probate Law, Interest",2172
11,"Trusts for Purposes: Policy, Ambiguity, and Anomaly in the Uniform Laws",article,Adam J. Hirsch,"Hirsch, Adam J. (Cited 858 times)",1,"Florida State University Law Review, Vol. 26, Issue 4 (Summer 1999), pp. 913-958",Florida State University Law Review,Vol.  26,4 (Summer 1999),1999,913,958,26 Fla. St. U. L. Rev. 913 (1998-1999),1998,29,2,14,"Estate Planning, Trusts, Uniform Laws, Comparative Law, Legal History",2172
12,Cognitive Jurisprudence,article,Adam J. Hirsch,"Hirsch, Adam J. (Cited 858 times)",1,"Southern California Law Review, Vol. 76, pp. 1331-1370",Southern California Law Review,Vol.  76,,,1331,1370,76 S. Cal. L. Rev. 1331 (2002-2003),2002,24,0,6,"Jurisprudence, Economics, Law and Society",2172
13,Evolutionary Theories of Common Law Efficiency: Reasons for (Cognitive) Skepticism,notes,Adam J. Hirsch,"Hirsch, Adam J. (Cited 858 times)",1,"Florida State University Law Review, Vol. 32, Issue 2 (Winter 2005), pp. 425-442",Florida State University Law Review,Vol.  32,2 (Winter 2005),2005,425,442,32 Fla. St. U. L. Rev. 425 (2004-2005),2004,21,0,21,"Common Law, Practice and Procedure, Jurisprudence",2172
14,Revisions in Need of Revising: The Uniform Disclaimer of Property Interests Act,article,Adam J. Hirsch,"Hirsch, Adam J. (Cited 858 times)",1,"Florida State University Law Review, Vol. 29, Issue 1 (Fall 2001), pp. 109-188",Florida State University Law Review,Vol.  29,1 (Fall 2001),2001,109,188,29 Fla. St. U. L. Rev. 109 (2001-2002),2001,19,0,5,"Disclaimers, Estate Planning, Inheritance, Property, Trusts, Estates, States",2172
15,Incomplete Wills,article,Adam J. Hirsch,"Hirsch, Adam J. (Cited 858 times)",1,"Michigan Law Review, Vol. 111, Issue 8 (June 2013), pp. 1423-1480",Michigan Law Review,Vol.  111,8 (June 2013),2013,1423,1480,111 Mich. L. Rev. 1423 (2012-2013),2012,16,0,5,"Wills, Estates, Statutes",2172
16,Formalizing Gratuitous and Contractual Transfers: A Situational Theory,article,Adam J. Hirsch,"Hirsch, Adam J. (Cited 858 times)",1,"Washington University Law Review, Vol. 91, Issue 4 (2014), pp. 797-866",Washington University Law Review,Vol.  91,4 (2014),2014,797,866,91 Wash. U. L. Rev. 797 (2013-2014),2013,15,0,17,"Contracts, Jurisprudence, Gifts, Wills, Partnerships, Sales",2172
17,Law and Proximity,article,Adam J. Hirsch,"Hirsch, Adam J. (Cited 858 times); Mitchell, Gregory (Cited 980 times)",2,"University of Illinois Law Review, Vol. 2008, Issue 2 (2008), pp. 557-598",University of Illinois Law Review,Vol.  2008,2 (2008),2008,557,598,2008 U. Ill. L. Rev. 557 (2008),2008,10,0,15,"Jurisprudence, Psychiatry and Psychology, Deregulation, Assignments",2172
18,The Code Breakers: How States Are Modifying the Uniform Disclaimer of Property Interests Act,article,Adam J. Hirsch,"Hirsch, Adam J. (Cited 858 times)",1,"Real Property, Trust and Estate Law Journal, Vol. 46, Issue 2 , pp. 325-376","Real Property, Trust and Estate Law Journal",Vol.  46,2,,325,376,46 Real Prop. Tr. & Est. L.J. 325 (2011-2012),2011,9,0,1,"Estates, Property, States, Disclaimers, Estate Planning, Inheritance, Trusts, Marijuana, Medical Marijuana",2172
19,Disclaimers and Federalism,article,Adam J. Hirsch,"Hirsch, Adam J. (Cited 858 times)",1,"Vanderbilt Law Review, Vol. 67, Issue 6 (November 2014), pp. 1871-1930",Vanderbilt Law Review,Vol.  67,6 (November 2014),2014,1871,1930,67 Vand. L. Rev. 1871 (2014),2014,7,0,4,"Bankruptcy Law, Disclaimers, Federalism, Retirement, Juveniles, Minors, Taxation-Federal",2172
20,Cognitive Jurisprudence,article,Adam J. Hirsch,"Hirsch, Adam J. (Cited 858 times)",1,"Southern California Law Review, Vol. 76, Issue 3 (March 2003), pp. 599-638",Southern California Law Review,Vol.  76,3 (March 2003),2003,599,638,76 S. Cal. L. Rev. 599 (2002-2003),2002,6,0,10,"Jurisprudence, Economics, Law and Society",2172
21,Inheritance on the Fringes of Marriage,article,Adam J. Hirsch,"Hirsch, Adam J. (Cited 858 times)",1,"University of Illinois Law Review, Vol. 2018, Issue 1 (2018), pp. 235-280",University of Illinois Law Review,Vol.  2018,1 (2018),2018,235,280,2018 U. Ill. L. Rev. 235 (2018),2018,4,0,20,"Inheritance, Marriage, Comparative Law, Legislation, Probate Law, Domestic Relations, Estate Planning",2172
22,Testation and the Mind,article,Adam J. Hirsch,"Hirsch, Adam J. (Cited 858 times)",1,"Washington and Lee Law Review, Vol. 74, Issue 1 (Winter 2017), pp. 285-368",Washington and Lee Law Review,Vol.  74,1 (Winter 2017),2017,285,368,74 Wash. & Lee L. Rev. 285 (Winter 2017),2017,4,0,19,"Estates, Estate Planning, Inheritance, Jurisprudence, Evidence, States",2172
23,Airbrushed Heirs: The Problem of Children Omitted from Wills,article,Adam J. Hirsch,"Hirsch, Adam J. (Cited 858 times)",1,"Real Property, Trust and Estate Law Journal, Vol. 50, Issue 2 (Fall 2015), pp. 175-266","Real Property, Trust and Estate Law Journal",Vol.  50,2 (Fall 2015),2015,175,266,50 Real Prop. Tr. & Est. L.J. 175 (2015-2016),2015,3,0,18,"Children, Wills, Bankruptcy Law, Courts, Domestic Relations, Domestic Violence, Federal Courts, Violence",2172
24,"Gulliver and Tilson, the Classification of Gratuitous Transfers - a Belated Review",article,Adam J. Hirsch,"Hirsch, Adam J. (Cited 858 times)",1,"University of Queensland Law Journal, Vol. 35, Issue 1 (2016), pp. 127-134",University of Queensland Law Journal,Vol.  35,1 (2016),2016,127,134,35 U. Queensland L.J. 127 (2016),2016,1,0,13,"Wills, Contracts, Jurisprudence",2172
25,Teaching Wills and Trusts: The Jurisdictional Problem,article,Adam J. Hirsch,"Hirsch, Adam J. (Cited 858 times)",1,"Saint Louis University Law Journal, Vol. 58, Issue 3 (Spring 2014), pp. 681-688",Saint Louis University Law Journal,Vol.  58,3 (Spring 2014),2014,681,688,58 St. Louis U. L.J. 681 (2013-2014),2013,1,0,2,"Trusts, Wills, Estates, Property",2172
26,Defective Catastrophe Clauses in Wills: Paths to Reform,article,Adam J. Hirsch,"Hirsch, Adam J. (Cited 858 times)",1,"Real Property, Trust and Estate Law Journal, Vol. 52, Issue 3 (Winter 2018), pp. 339-368","Real Property, Trust and Estate Law Journal",Vol.  52,3 (Winter 2018),2018,339,368,52 Real Prop. Tr. & Est. L.J. 339 (2017-2018),2017,1,0,6,"Wills, Common Law, Courts, Equity, Property, Property Law",2172
27,Airbrushed Heirs: The Problem of Children Omitted from Wills,article,Adam J. Hirsch,"Hirsch, Adam J. (Cited 858 times)",1,"GP Solo, Vol. 34, Issue 2 (March/April 2017), pp. 56-57",GP Solo,Vol.  34,2 (March/April 2017),2017,56,57,34 GPSolo 56 (2017),2017,0,0,2,"Children, Wills, Statutes",2172
28,From Pillory to Penitentiary: The Rise of Criminal Incarceration in Early Massachusetts,article,Adam J. Hirsch,"Hirsch, Adam J. (Cited 858 times)",1,"Michigan Law Review, Vol. 80, Issue 6 (May 1982), pp. 1179-1269",Michigan Law Review,Vol.  80,6 (May 1982),1982,1179,1269,80 Mich. L. Rev. 1179 (May 1982),1982,0,0,0,"General, Research, International Law",2172
